evidence_id	source	source_locator	prior_locator_id	anchor	quote_state	evidence_class	contradiction_cluster	pressure_direction	source_dossier	analytic_function	note
T14-E161	V09	item/xhtml/p-004.xhtml para 520		「僕はもう、戦えない」	EXACT_VERIFIED	PF/CS/LI	C21_THEO_ADAPTATION_VS_USEFULNESS_PRESSURE	FRESH_DIRECT_CONTROL	DIRECT	fresh_primary_source_control	V09_NO_LONGER_FIGHT
T14-E162	V09	item/xhtml/p-004.xhtml para 524		「でも、死ななくていい。こうやって助けてもらえて、自分で始末つけろなんて言われたりもしない。……ここは本当に八六区じゃないんだなって──僕は本当に、あの戦場の外に出られたんだなって。今更だけどようやく、実感できた気がする」	EXACT_VERIFIED	PF/CS/LI	C21_THEO_ADAPTATION_VS_USEFULNESS_PRESSURE	FRESH_DIRECT_CONTROL	DIRECT	fresh_primary_source_control	V09_DONT_HAVE_TO_DIE
T14-E163	V09	Ch.1 / `p-004 ¶93`	V09-L005	無茶を言ったと思ったら、指摘してくれ	EXACT_VERIFIED	CS/MI	C21_THEO_ADAPTATION_VS_USEFULNESS_PRESSURE	COUNTEREVIDENCE_OR_BOUNDARY	T05	failure_role_loss_and_recovery	Retained from canonical volume locator after contextual rereading for T05.
T14-E164	V11	final evac `p-026 ¶128` / `まだ彼らが子供だというなら`	V11-L040	EXACT_VERIFIED	CS/LI	06,09	C21_THEO_ADAPTATION_VS_USEFULNESS_PRESSURE	COUNTEREVIDENCE_OR_BOUNDARY	T07	embodiment_function_standing	Retained from canonical V2 locator after contextual rereading for T07.
T14-E165	V13	V13 / `p-007.xhtml` para 986	V13-L125	彼らを切り捨てた者たちのために、命を賭しても〈レギオン〉の侵攻を防げと命じられて、けれど戦場の兵士たちには最早、命じられた戦...	EXACT_VERIFIED_PRIMARY_LOCATOR	NV	C21_THEO_ADAPTATION_VS_USEFULNESS_PRESSURE	COUNTEREVIDENCE_OR_BOUNDARY	T05	failure_role_loss_and_recovery	Retained from canonical volume locator after contextual rereading for T05.
T14-E166	V01	p-018.xhtml ¶343	V01-L026	生きているからどんどん変わって	EXACT_VERIFIED	NV	C22_KURENA_LOVE_VS_USEFULNESS_IDENTITY	COUNTEREVIDENCE_OR_BOUNDARY	T03	IDENTITY_REVISION_CONTROL	Living change is already contrasted with fixation, but later volumes show change is not the only morally significant property.
T14-E167	V03	p-006.xhtml ¶147	V03-L016	目的もなく帰る地もなく、誇りだけに縋って	EXACT_VERIFIED	CS	C22_KURENA_LOVE_VS_USEFULNESS_IDENTITY	COUNTEREVIDENCE_OR_BOUNDARY	T03	PRIDE_DIGNITY_IDENTITY	Kiriya supplies the nightmare endpoint of pride without home, purpose, or alternative identity.
T14-E168	V05	p-007.xhtml ¶286	V05-L035	わたくしたちの存在はただ、人のために	EXACT_VERIFIED	CS	C22_KURENA_LOVE_VS_USEFULNESS_IDENTITY	COUNTEREVIDENCE_OR_BOUNDARY	T03	IDENTITY_REVISION_CONTROL	Retained because it directly bears on pride, wound, inherited identity, memory, role-binding, or the possibility of reinterpretation.
T14-E169	V07	p-008.xhtml ¶100	V07-L024	わたしにはこれしかないんです	EXACT_VERIFIED	CS/LI	C22_KURENA_LOVE_VS_USEFULNESS_IDENTITY	COUNTEREVIDENCE_OR_BOUNDARY	T03	IDENTITY_REVISION_CONTROL	Lena reproduces the earlier “only this” enclosure through guilt and command identity.
T14-E170	V09	p-010 ¶470	V09-L041	それが誇りだからであって運命だからではない	EXACT_VERIFIED	CS/LI	C22_KURENA_LOVE_VS_USEFULNESS_IDENTITY	COUNTEREVIDENCE_OR_BOUNDARY	T03	PRIDE_DIGNITY_IDENTITY	Pride is chosen conduct, not metaphysical destiny.
T14-E171	V11	return p-018 ¶128	V11-L010	復讐なんて、おれは望まなかったし、選ばなかった	EXACT_VERIFIED	EXACT_VERIFIED	C22_KURENA_LOVE_VS_USEFULNESS_IDENTITY	COUNTEREVIDENCE_OR_BOUNDARY	T03	IDENTITY_REVISION_CONTROL	Retained because it directly bears on pride, wound, inherited identity, memory, role-binding, or the possibility of reinterpretation.
T14-E172	V13	V13 / `p-005.xhtml` para 426	V13-L045	誰もが己の王であらねばならぬ。誰もが最低限、自分を生きる責任を負わねばならぬ。その重圧に耐えられない者も当然いる。己一つも背...	EXACT_VERIFIED	CS	C22_KURENA_LOVE_VS_USEFULNESS_IDENTITY	COUNTEREVIDENCE_OR_BOUNDARY	T06	future_and_ordinary_life	Retained from canonical deep-reading locator after contextual rereading for T06.
T14-E173	V01	p-008.xhtml ¶266	V01-L011	名前さえ、一回だって訊いたことがない	EXACT_VERIFIED	CS/LI	C23_ANJU_DUSTIN_MEMORY_VS_NEW_LOVE	COUNTEREVIDENCE_OR_BOUNDARY	T03	MEMORY_NAMING_DEAD	Retained because it directly bears on pride, wound, inherited identity, memory, role-binding, or the possibility of reinterpretation.
T14-E174	V03	p-013.xhtml ¶106–110	V03-L044	忘れないでと、言われましたから / 忘れたくないから	EXACT_VERIFIED	CS/LI	C23_ANJU_DUSTIN_MEMORY_VS_NEW_LOVE	COUNTEREVIDENCE_OR_BOUNDARY	T03	MEMORY_NAMING_DEAD	Retained because it directly bears on pride, wound, inherited identity, memory, role-binding, or the possibility of reinterpretation.
T14-E175	V05	p-005.xhtml ¶791	V05-L019	忘れないまま...好きになってもいい	EXACT_VERIFIED	CS	C23_ANJU_DUSTIN_MEMORY_VS_NEW_LOVE	COUNTEREVIDENCE_OR_BOUNDARY	T03	MEMORY_NAMING_DEAD	Remembering the dead need not prohibit new attachments; additive inheritance replaces exclusivity.
T14-E176	V07	Ch.3 / p-008.xhtml ¶437	V07-L020	あいつがまた死ぬところを──おれは、見たくないです	EXACT_VERIFIED	CS/LI	C23_ANJU_DUSTIN_MEMORY_VS_NEW_LOVE	COUNTEREVIDENCE_OR_BOUNDARY	T09	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T14-E177	V09	Theo interlude / p-007 ¶45	V09-L028	己一人では己の形を保てない	EXACT_VERIFIED	CS/LI	C23_ANJU_DUSTIN_MEMORY_VS_NEW_LOVE	COUNTEREVIDENCE_OR_BOUNDARY	T09	relationship_agency_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T14-E178	V11	Richard p-026 ¶448–455	V11-L049	墓参りなんて、絶対にされたくない	EXACT_VERIFIED	EXACT_VERIFIED	C23_ANJU_DUSTIN_MEMORY_VS_NEW_LOVE	COUNTEREVIDENCE_OR_BOUNDARY	T03	MEMORY_NAMING_DEAD	Richard rejects memorialization that would beautify his death into a role for survivors; a counter-inheritance gesture.
T14-E179	V13	V13 / p-004.xhtml para 230	V13-L034	……そういえば伝えるのを忘れていた、と思ったら、見透かした様子でフレデリカが肩をすくめた。	EXACT_VERIFIED	BA	C23_ANJU_DUSTIN_MEMORY_VS_NEW_LOVE	COUNTEREVIDENCE_OR_BOUNDARY	T03	MEMORY_NAMING_DEAD	Retained because it directly bears on pride, wound, inherited identity, memory, role-binding, or the possibility of reinterpretation.
T14-E180	V02	p-007.xhtml ¶376–387	V02-L034	名前、聞かなければよかったな / お人好しの死神	EXACT_VERIFIED	CS/LI	C24_FREDERICA_INHERITED_ROLE_VS_SELF_RULE	COUNTEREVIDENCE_OR_BOUNDARY	T03	ROLE_IDENTITY	Retained because it directly bears on pride, wound, inherited identity, memory, role-binding, or the possibility of reinterpretation.
T14-E181	V03	item/xhtml/p-006.xhtml ¶206	NEW_DIRECT_SOURCE_RETRIEVAL	「勿論。当然の責任よ。溺れた仔犬を拾う程度のつもりで同じ人を救おうとした、私達の傲慢さの、ね」	EXACT_VERIFIED	CS/NV/PF	C24_FREDERICA_INHERITED_ROLE_VS_SELF_RULE	COUNTEREVIDENCE_OR_BOUNDARY	T08	responsibility_scope	Grethe names Giad rescue paternalism as adult institutional responsibility rather than victim fault.
T14-E182	V05	p-009.xhtml ¶333–336	V05-L042	英雄とはもはや、弱者の戦術だ	EXACT_VERIFIED	NV/LI/MI	C24_FREDERICA_INHERITED_ROLE_VS_SELF_RULE	COUNTEREVIDENCE_OR_BOUNDARY	T03	ROLE_IDENTITY	Retained because it directly bears on pride, wound, inherited identity, memory, role-binding, or the possibility of reinterpretation.
T14-E183	V07	p-007.xhtml ¶375	V07-L013	共和国人で、同時におれたちエイティシックスの女王	EXACT_VERIFIED	CS/LI	C24_FREDERICA_INHERITED_ROLE_VS_SELF_RULE	COUNTEREVIDENCE_OR_BOUNDARY	T03	ROLE_IDENTITY	Retained because it directly bears on pride, wound, inherited identity, memory, role-binding, or the possibility of reinterpretation.
T14-E184	V09	p-010 ¶446	V09-L039	戦場で生きて戦場で死ぬのが──貴方たちの唯一の、運命	EXACT_VERIFIED	CS/LI	C24_FREDERICA_INHERITED_ROLE_VS_SELF_RULE	COUNTEREVIDENCE_OR_BOUNDARY	T03	ROLE_IDENTITY	Retained because it directly bears on pride, wound, inherited identity, memory, role-binding, or the possibility of reinterpretation.
T14-E185	V13	V13 / `p-005.xhtml` para 221	V13-L037	「大人になるということは、大人に守られる子供ではなくなるということは、自分以外にも守るものができるということだ。責任を負う対...	EXACT_VERIFIED	CS	C24_FREDERICA_INHERITED_ROLE_VS_SELF_RULE	COUNTEREVIDENCE_OR_BOUNDARY	T08	responsibility_scope	Retained from canonical V2 locator after contextual rereading for T08.
T14-E186	V14	p-006 para 146	V14-L064	シンは、生まれる時代をとことん間違えた不世出の英雄の器だと、八六区でかつて思った。それはやはり、正しかったのだろう。	EXACT_VERIFIED	EXACT_VERIFIED	C24_FREDERICA_INHERITED_ROLE_VS_SELF_RULE	COUNTEREVIDENCE_OR_BOUNDARY	T03	ROLE_IDENTITY	Retained because it directly bears on pride, wound, inherited identity, memory, role-binding, or the possibility of reinterpretation.
T14-E187	V01	Ch.3 / `p-008.xhtml ¶153–158`	V01-L010	悪い人じゃない	EXACT_VERIFIED	CS/LI	C25_RITO_NONREVENGE_VS_PUBLIC_MEMORY	COUNTEREVIDENCE_OR_BOUNDARY	T08	moral_response_boundary	Retained from canonical V2 locator after contextual rereading for T08.
T14-E188	V02	Ch.2 / `p-005.xhtml ¶231`	V02-L010	ごめんな。痛かったよな	EXACT_VERIFIED	CS	C25_RITO_NONREVENGE_VS_PUBLIC_MEMORY	COUNTEREVIDENCE_OR_BOUNDARY	T08	moral_response_boundary	Retained from canonical V2 locator after contextual rereading for T08.
T14-E189	V03	Ch.9 / `p-011.xhtml ¶244`	V03-L036	引く覚悟はフレデリカ自身が決めるべき	EXACT_VERIFIED	NV	C25_RITO_NONREVENGE_VS_PUBLIC_MEMORY	COUNTEREVIDENCE_OR_BOUNDARY	T08	moral_response_boundary	Retained from canonical V2 locator after contextual rereading for T08.
T14-E190	V07	item/xhtml/p-008.xhtml ¶714	NEW_DIRECT_SOURCE_RETRIEVAL	「別に、赦してはいない。……そもそも恨んでもいないから。恨みたくない。そんなものには意味がない」	EXACT_VERIFIED	CS/NV/PF	C25_RITO_NONREVENGE_VS_PUBLIC_MEMORY	COUNTEREVIDENCE_OR_BOUNDARY	T08	nonforgiveness_nonhatred	Shin explicitly says he does not forgive Zelene, but also does not hate her.
T14-E191	V11	Richard `p-026 ¶448–455` / `墓参りなんて、絶対にされたくない`	V11-L049	EXACT_VERIFIED	CS/LI	06,07,09	C25_RITO_NONREVENGE_VS_PUBLIC_MEMORY	COUNTEREVIDENCE_OR_BOUNDARY	T08	moral_response_boundary	Retained from canonical V2 locator after contextual rereading for T08.
T14-E192	V13	V13 / `p-005.xhtml` para 447	V13-L048	人権だとか、自由だとか平等だとか正義だとか。そういうものは、なるほど幻想だ。実在しない。だからこそ市民それぞれが、その幻想の...	EXACT_VERIFIED	CS	C25_RITO_NONREVENGE_VS_PUBLIC_MEMORY	COUNTEREVIDENCE_OR_BOUNDARY	T08	moral_response_boundary	Retained from canonical V2 locator after contextual rereading for T08.
T14-E193	V14	`p-005` ¶334	V14-L050	「そのためにも、連邦は生き残らせないといけない。正義の国として。仲間殺し、子供殺しを市民の誰もが過あやまちだと指弾する国として復活させないと...	EXACT_VERIFIED	CS/IT	C25_RITO_NONREVENGE_VS_PUBLIC_MEMORY	COUNTEREVIDENCE_OR_BOUNDARY	T08	moral_response_boundary	Retained from canonical V2 locator after contextual rereading for T08.
T14-E194	V01	item/xhtml/p-014.xhtml para 363	T01-V01-NR2	準備はこれで、全て整った。あとは踏ふみ出だせばもう後退は許されない。作戦発動と同時に彼らの軍ぐん籍せきと国軍本部の友軍機登録は抹まつ消しようされ、管制用に残されたハンドラーとの...	EXACT_VERIFIED	MI/NV	C26_LYUDMILA_EMERGENCE_VS_GENERALIZATION	COUNTEREVIDENCE_OR_BOUNDARY	T01	BLOCKED_RETURN	Once Special Recon begins, rear fire and erased friendly registration make retreat institutionally impossible.
T14-E195	V03	p-009.xhtml ¶089	V03-L021	必ず帰れ	EXACT_VERIFIED	CS	C26_LYUDMILA_EMERGENCE_VS_GENERALIZATION	COUNTEREVIDENCE_OR_BOUNDARY	T01	EXPECTED_RETURN	Giad authority imposes a new fate: come back alive.
T14-E196	V05	Ch.4 / `p-007.xhtml ¶349`	V05-L039	量産可能な〈シリン〉...代わりとなる	EXACT_VERIFIED	CS	C26_LYUDMILA_EMERGENCE_VS_GENERALIZATION	COUNTEREVIDENCE_OR_BOUNDARY	T07	artificial_embodiment	Retained from canonical V2 locator after contextual rereading for T07.
T14-E197	V07	item/xhtml/p-008.xhtml para 114	T04-V07-NR029	帰る家なんて、レーナにはない。	EXACT_VERIFIED	NV	C26_LYUDMILA_EMERGENCE_VS_GENERALIZATION	COUNTEREVIDENCE_OR_BOUNDARY	T04	NO_HOME	Lena lacks a literal home to return to even while retaining Republic identity.
T14-E198	V09	item/xhtml/p-004.xhtml ¶550	NEW_DIRECT_SOURCE_RETRIEVAL	治療すればすぐに戦列復帰できる程度の傷なら対処されるが、復帰できない傷、しばらく療養が必要な傷は、それが適切な治療を受ければ救命可能な傷であっても見捨てられる。戦えない家畜に無駄に餌をやるのを、共和国は厭いとったから。	EXACT_VERIFIED	NV/PF	C26_LYUDMILA_EMERGENCE_VS_GENERALIZATION	COUNTEREVIDENCE_OR_BOUNDARY	T07	institutional_medical_allocation	Theo contrasts Giad care with Republic triage that valued only rapid return to combat.
T14-E199	V11	必ず、帰ってきます。ここに	V11-L020	EXACT_VERIFIED	EXACT_VERIFIED	03,09,10	C26_LYUDMILA_EMERGENCE_VS_GENERALIZATION	COUNTEREVIDENCE_OR_BOUNDARY	T01	VOLUNTARY_MEMORIAL_RETURN	Lena explicitly promises to come back to the destroyed place; return becomes chosen memorial relation.
T14-E200	V13	V13 / p-007.xhtml para 38	V13-L082	『今度こそ聞こえていますね、〈アンダーテイカー〉。ヴラディレーナ・ミリーゼ大佐、指揮に復帰します。──心配かけました、シン』	EXACT_VERIFIED	CS	C26_LYUDMILA_EMERGENCE_VS_GENERALIZATION	COUNTEREVIDENCE_OR_BOUNDARY	T01	RETURN_TO_COMMAND	Lena returns to command after enforced separation, showing role return can be chosen and context-specific.
T14-E201	V01	Ch.3 / `p-008.xhtml ¶266`	V01-L011	名前さえ、一回だって訊いたことがない	EXACT_VERIFIED	CS/LI	C27_NO_FACE_AGENCY_VS_PURPOSE_CAPTURE	COUNTEREVIDENCE_OR_BOUNDARY	T08	moral_response_boundary	Retained from canonical V2 locator after contextual rereading for T08.
T14-E202	V02	Ch.2 / `p-005.xhtml ¶266`	V02-L012	本当は──失いたくなんてなかった	EXACT_VERIFIED	NV/LI	C27_NO_FACE_AGENCY_VS_PURPOSE_CAPTURE	COUNTEREVIDENCE_OR_BOUNDARY	T08	moral_response_boundary	Retained from canonical V2 locator after contextual rereading for T08.
T14-E203	V03	cemetery / `p-014.xhtml ¶058`	V03-L049	覚えている誰か	PARAPHRASE_WITH_VERIFIED_ANCHOR	NV	C27_NO_FACE_AGENCY_VS_PURPOSE_CAPTURE	COUNTEREVIDENCE_OR_BOUNDARY	T08	moral_response_boundary	Retained from canonical V2 locator after contextual rereading for T08.
T14-E204	V05		V05-L035			CS	C27_NO_FACE_AGENCY_VS_PURPOSE_CAPTURE	COUNTEREVIDENCE_OR_BOUNDARY	T02	DESIGNED_PURPOSE	Sirin articulate existence as being for human beings.
T14-E205	V11	final evac `p-026 ¶118` / `復讐を選ばなかったなら、これからも選ぶな`	V11-L038	EXACT_VERIFIED	CS/LI	04,05,09	C27_NO_FACE_AGENCY_VS_PURPOSE_CAPTURE	COUNTEREVIDENCE_OR_BOUNDARY	T08	moral_response_boundary	Retained from canonical V2 locator after contextual rereading for T08.
T14-E206	V13	V13 / `p-005.xhtml` para 655	V13-L065	「正義を人に──捨てさせるんだ」	EXACT_VERIFIED	CS	C27_NO_FACE_AGENCY_VS_PURPOSE_CAPTURE	COUNTEREVIDENCE_OR_BOUNDARY	T08	moral_response_boundary	Retained from canonical V2 locator after contextual rereading for T08.
T14-E207	V14	`p-008` ¶13	V14-L123	「我ら、世界に誇る正義たらん！ ──連邦市民の同胞たち、今日もこんばんは！」	EXACT_VERIFIED	LI/CS	C27_NO_FACE_AGENCY_VS_PURPOSE_CAPTURE	COUNTEREVIDENCE_OR_BOUNDARY	T08	moral_response_boundary	Retained from canonical V2 locator after contextual rereading for T08.
T14-E208	V02	Ch.3 / p-006.xhtml ¶352–358	V02-L025	ただの子供に戻って` / empty rooms	EXACT_ANCHOR	NV/SI	C28_POLITICAL_RECOVERY_VS_RESTORATION	COUNTEREVIDENCE_OR_BOUNDARY	T12	return_modoru_state_reentry_recovery	06, 09
T14-E209	V04	Ch.2 / p-006.xhtml ¶639	V04-L015	先に進めぬ、ではない。戻れぬ、であろ。	EXACT_VERIFIED	CS/LI	C28_POLITICAL_RECOVERY_VS_RESTORATION	COUNTEREVIDENCE_OR_BOUNDARY	T12	return_modoru_state_reentry_recovery	04, 09, 12
T14-E210	V07	Ch.3 / p-008.xhtml ¶774–777	V07-L032	ギアーデ帝族による承認	EXACT_VERIFIED	PF/MI	C28_POLITICAL_RECOVERY_VS_RESTORATION	COUNTEREVIDENCE_OR_BOUNDARY	T10	hereditary_hierarchy_regression	06,07,11
T14-E211	V09	Ch.4 / p-010 ¶498	V09-L044	わたくしの家族は、聖教国と軍に見捨てられた	EXACT_VERIFIED	CS/PF	C28_POLITICAL_RECOVERY_VS_RESTORATION	COUNTEREVIDENCE_OR_BOUNDARY	T10	hereditary_hierarchy_regression	06, 09
T14-E212	V11	final evac p-026 ¶90	V11-L034	我らが連邦は、正義の国なのだから	EXACT_VERIFIED	CS/MI	C28_POLITICAL_RECOVERY_VS_RESTORATION	COUNTEREVIDENCE_OR_BOUNDARY	T10	justice_legitimation_standard_identity	06,07
T14-E213	V13	item/xhtml/p-006.xhtml para 617		「それも駄目。一人で探して、戻ってこられる範囲じゃない。待ってる余裕もない」	EXACT_VERIFIED	PF/CS/LI	C28_POLITICAL_RECOVERY_VS_RESTORATION	FRESH_DIRECT_CONTROL	DIRECT	fresh_primary_source_control	V14_CAN_RETURN
T14-E214	V13	V13 / p-005.xhtml para 492	V13-L053	それは決して本心ではない。	EXACT_VERIFIED	NV	C28_POLITICAL_RECOVERY_VS_RESTORATION	COUNTEREVIDENCE_OR_BOUNDARY	T10	fear_fragmentation_and_recovery	Retained from V13 canonical locator after contextual rereading.
T14-E215	V14	item/xhtml/p-005.xhtml para 308		「 そうだ 。だから、他の 奴 らだって変われる。戻ってこられる」	EXACT_VERIFIED	PF/CS/LI	C28_POLITICAL_RECOVERY_VS_RESTORATION	FRESH_DIRECT_CONTROL	DIRECT	fresh_primary_source_control	V14_CAN_RETURN
T14-E216	V14	item/xhtml/p-005.xhtml para 311		戻ってこられる。それは、連邦も。	EXACT_VERIFIED	PF/CS/LI	C28_POLITICAL_RECOVERY_VS_RESTORATION	FRESH_DIRECT_CONTROL	DIRECT	fresh_primary_source_control	V14_CAN_RETURN
T14-E217	V14	item/xhtml/p-005.xhtml para 313		「人は愚かじゃない。ただ、 いつでも賢くはいられない というだけだ。戦場に 吞 まれる。恐怖に 吞 まれる。 吞 まれた果てに、自分でも信じられないような愚行に手を染める──それは誰でも、変わらないんだと思う」	EXACT_VERIFIED	PF/CS/LI	C28_POLITICAL_RECOVERY_VS_RESTORATION	FRESH_DIRECT_CONTROL	DIRECT	fresh_primary_source_control	V14_NOT_ALWAYS_WISE
T14-E218	V14	item/xhtml/p-009.xhtml para 15		「……我らギアーデは、再び帝国に戻るべきだ」	EXACT_VERIFIED	PF/CS/LI	C28_POLITICAL_RECOVERY_VS_RESTORATION	FRESH_DIRECT_CONTROL	DIRECT	fresh_primary_source_control	V14_RETURN_EMPIRE
T14-E219	V14	p-009 para 15	V14-L209	「……我らギアーデは、再び帝国に戻るべきだ」	EXACT_VERIFIED	source	C28_POLITICAL_RECOVERY_VS_RESTORATION	COUNTEREVIDENCE_OR_BOUNDARY	T01	REACTIONARY_RETURN	A call to return to empire is the clearest negative control: return language can mean political regression, not recovery.
T14-E220	V02	Ch.3 / p-006.xhtml ¶497–507	V02-L031	選べる道はなるべく多い方がいい	EXACT_VERIFIED	CS	C29_EMERGENCY_AUTHORITY_VS_PERMANENT_GUARDIANSHIP	COUNTEREVIDENCE_OR_BOUNDARY	T09	decision_refusal_self_government	Retained from canonical V2 locator after contextual rereading for T09.
T14-E221	V03	cemetery / p-014.xhtml ¶072–076	V03-L050	帰る場所も、行きたいところも。...守るものも	EXACT_VERIFIED	CS/NV	C29_EMERGENCY_AUTHORITY_VS_PERMANENT_GUARDIANSHIP	COUNTEREVIDENCE_OR_BOUNDARY	T09	protection_rescue_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T14-E222	V07	Ch.4 / p-009.xhtml ¶264	V07-L041	そなた自身の望みを追うてよい	EXACT_VERIFIED	CS	C29_EMERGENCY_AUTHORITY_VS_PERMANENT_GUARDIANSHIP	COUNTEREVIDENCE_OR_BOUNDARY	T09	decision_refusal_self_government	Retained from canonical V2 locator after contextual rereading for T09.
T14-E223	V09	Ch.3 / p-008 ¶429	V09-L033	少しでも助けに` / `なるために	EXACT_VERIFIED	NV/LI	C29_EMERGENCY_AUTHORITY_VS_PERMANENT_GUARDIANSHIP	COUNTEREVIDENCE_OR_BOUNDARY	T09	protection_rescue_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T14-E224	V11	Shiden flashback p-016 ¶53	V11-L009	〈レギオン〉どもの前で内戦やってる場合でもねえ	EXACT_VERIFIED	CS/MI	C29_EMERGENCY_AUTHORITY_VS_PERMANENT_GUARDIANSHIP	COUNTEREVIDENCE_OR_BOUNDARY	T10	emergency_coercion	04,05,07
T14-E225	V13	V13 / `p-005.xhtml` para 334	V13-L039	俺はいったい、チトリの何を救うつもりだったんだ？	EXACT_VERIFIED	CS	C29_EMERGENCY_AUTHORITY_VS_PERMANENT_GUARDIANSHIP	COUNTEREVIDENCE_OR_BOUNDARY	T09	protection_rescue_boundary	Retained from canonical V2 locator after contextual rereading for T09.
T14-E226	V14	p-005 ¶397	V14-L059	「だから言えなかった……言いたくなかった。連邦にはプロセッサーとしてのおれよりも、広域索敵の異能者としてのおれの方が有用性が高い。──後送さ...	EXACT_VERIFIED	PF/CS/NV/MI/LI as classified in V14 deep reading	C29_EMERGENCY_AUTHORITY_VS_PERMANENT_GUARDIANSHIP	COUNTEREVIDENCE_OR_BOUNDARY	T10	emergency_coercion	Retained from V14 canonical locator after contextual rereading.
T14-E227	V01	item/xhtml/p-014.xhtml para 215	T01-V01-NR1	任務期間は無制限。この間、後退した場合は脱だつ走そう行こう為いとみなし、即そく時じ処しよ刑けいする。	EXACT_VERIFIED	MI/LI	C30_WAR_NECESSITY_VS_PERMANENT_NECESSITY	COUNTEREVIDENCE_OR_BOUNDARY	T01	BLOCKED_RETREAT	Special Recon defines rearward movement as desertion punishable by immediate execution.
T14-E228	V03	p-015.xhtml ¶028–037	V03-L055	追いつきましたよ` / `一緒に戦います	EXACT_VERIFIED	CS	C30_WAR_NECESSITY_VS_PERMANENT_NECESSITY	COUNTEREVIDENCE_OR_BOUNDARY	T01	CATCH_UP	Lena reaches Shin rather than pulling him backward; pursuit/catch-up becomes a relational path image.
T14-E229	V05	item/xhtml/p-004.xhtml para 306	T04-V05-NR019	国は変わっても、この荒涼は変わらないらしい。戦線後背に非戦闘員は置けない。暮らしていた者がいるなら、その家も故郷も棄すてて移動を余儀なくされる。	EXACT_VERIFIED	NV	C30_WAR_NECESSITY_VS_PERMANENT_NECESSITY	COUNTEREVIDENCE_OR_BOUNDARY	T04	DISPLACEMENT	War repeatedly forces civilians to abandon house and homeland; dispossession is not unique to the Eighty-Six even though their political history is distinct.
T14-E230	V07	p-008.xhtml ¶96	V07-L022	すぐ線引いて後ずさりしやがって	EXACT_VERIFIED	CS/LI	C30_WAR_NECESSITY_VS_PERMANENT_NECESSITY	COUNTEREVIDENCE_OR_BOUNDARY	T01	BOUNDARY_REFUSAL	Shiden attacks Lena habitual backward step and unnecessary boundary-drawing.
T14-E231	V09	p-011 ¶533	V09-L057	わたくしだけは、わたくしの部下たちを見捨ててはいけない	EXACT_VERIFIED	CS/LI	C30_WAR_NECESSITY_VS_PERMANENT_NECESSITY	COUNTEREVIDENCE_OR_BOUNDARY	T01	REFUSE_ABANDONMENT	Hielna redirects identity from martyr-symbol toward refusing to abandon living subordinates.
T14-E232	V11	return p-018 ¶280	V11-L018	帰るところは、ここじゃないから	EXACT_VERIFIED	CS/LI	C30_WAR_NECESSITY_VS_PERMANENT_NECESSITY	COUNTEREVIDENCE_OR_BOUNDARY	T12	return_kaeru_homeward_recipient	04,09,10
T14-E233	V13	item/xhtml/p-005.xhtml para 448	T04-V13-NR062	首都への避難民を、前線に送って補充兵に仕立てるべきだとの議会での提案と、それに賛同する論調の社説にレーナは息を吞のむ。──市民が徴兵される悲劇を避けるためにも、ぜひ徴用は行われるべきだ。どうせ生産属領での自身の義務を放棄した、無駄飯ぐらいの役立たずなのだからそれくらいは役に立つべきだ。	EXACT_VERIFIED	NV/PF	C30_WAR_NECESSITY_VS_PERMANENT_NECESSITY	COUNTEREVIDENCE_OR_BOUNDARY	T04	REFUGEE_DISPOSABILITY	Political proposals to turn refugees into frontline replacements show how displacement can be converted into reduced bargaining power and expendability.
T14-E234	V01	Ch.3 / p-008.xhtml ¶266	V01-L011	名前さえ、一回だって訊いたことがない	EXACT_VERIFIED	CS/LI	C31_MEMORY_ARCHIVE_VS_LIVING_FUTURE	COUNTEREVIDENCE_OR_BOUNDARY	T10	institutional_memory_archive	03, 04, 05, 10
T14-E235	V03	L10 / V03 update / Cage	T13-E137		LEDGER_SYNTHESIS	RR/SI	C31_MEMORY_ARCHIVE_VS_LIVING_FUTURE	COUNTEREVIDENCE_OR_BOUNDARY	T13	object_history_or_formal_recurrence	protection constrains when it scripts life or converts person into asset
T14-E236	V05	L10 / V05 update / Corpse road	T13-E157		LEDGER_SYNTHESIS	RR/SI	C31_MEMORY_ARCHIVE_VS_LIVING_FUTURE	COUNTEREVIDENCE_OR_BOUNDARY	T13	object_history_or_formal_recurrence	survival built materially on the dead; master V05 object
T14-E237	V07	L10 / V07 update / Dance / rhythm	T13-E175		LEDGER_SYNTHESIS	RR/SI	C31_MEMORY_ARCHIVE_VS_LIVING_FUTURE	COUNTEREVIDENCE_OR_BOUNDARY	T13	object_history_or_formal_recurrence	Shin and Lena coordinate separate rhythms, stumble, and continue. The image supports relation as adjustment rather than fusion.
T14-E238	V09	L10 / V09 update / Blue bird / next thing	T13-E190		LEDGER_SYNTHESIS	RR/SI	C31_MEMORY_ARCHIVE_VS_LIVING_FUTURE	COUNTEREVIDENCE_OR_BOUNDARY	T13	object_history_or_formal_recurrence	happiness/future as something findable without immediate grand answer
