evidence_id	source	source_locator	prior_locator_id	short_japanese_anchor	quote_state	evidence_class	families	analytic_function	note
T12-E222	Alter.1	兄妹 / OEBPS/part0023.xhtml ¶041	A1-L034	わらわはわらわであることを捨てとうない	EXACT_VERIFIED	CS/LI	ALTER1_LANGUAGE_CONTROL	voice_address_temporality_control	Alter.1 audited story-level supplemental language evidence.
T12-E223	Alter.1	兄妹 / OEBPS/part0023.xhtml ¶043	A1-L035	人は人の中でしか生きられぬ	EXACT_VERIFIED	CS	ALTER1_LANGUAGE_CONTROL	voice_address_temporality_control	Alter.1 audited story-level supplemental language evidence.
T12-E224	Alter.1	いたずら（レーナ→シン） / OEBPS/part0030.xhtml ¶040	A1-L045	ずいぶん気ィ許してんじゃねえか	EXACT_VERIFIED	CS/SI	ALTER1_LANGUAGE_CONTROL	voice_address_temporality_control	Alter.1 audited story-level supplemental language evidence.
T12-E225	Alter.1	盃に射す影 / OEBPS/part0034.xhtml ¶117	A1-L056	まだ覚えてる。忘れない	EXACT_VERIFIED	CS/LI	ALTER1_LANGUAGE_CONTROL	voice_address_temporality_control	Alter.1 audited story-level supplemental language evidence.
T12-E226	Alter.1	もう少しだけ、このまま / OEBPS/part0042.xhtml ¶033	A1-L062	もう少し遠くで待ってくれていてもいいのに	EXACT_VERIFIED	NV/BA	ALTER1_LANGUAGE_CONTROL	voice_address_temporality_control	Alter.1 audited story-level supplemental language evidence.
T12-E227	Alter.1	コーヒーと紅茶と / OEBPS/part0045.xhtml ¶042	A1-L064	いつか、本物で。どっちが好きか聞きますね	EXACT_VERIFIED	CS/LI	ALTER1_LANGUAGE_CONTROL	voice_address_temporality_control	Alter.1 audited story-level supplemental language evidence.
T12-E228	Alter.1	コーヒーと紅茶と / OEBPS/part0045.xhtml ¶045	A1-L065	どちらも。淹れられるようになっておきますから	EXACT_VERIFIED	CS/LI	ALTER1_LANGUAGE_CONTROL	voice_address_temporality_control	Alter.1 audited story-level supplemental language evidence.
T12-E229	Alter.1	学習しない死神 / OEBPS/part0049.xhtml ¶007	A1-L070	おいていかないでください	EXACT_VERIFIED	LI/PT	ALTER1_LANGUAGE_CONTROL	voice_address_temporality_control	Alter.1 audited story-level supplemental language evidence.
T12-E230	Alter.1	君がいるから・シンの場合 / OEBPS/part0052.xhtml ¶020	A1-L074	近くにいて、その彼女はもう、突然いなくなったりしない	EXACT_VERIFIED	NV	ALTER1_LANGUAGE_CONTROL	voice_address_temporality_control	Alter.1 audited story-level supplemental language evidence.
T12-E231	Alter.1	君がいるから・シンの場合 / OEBPS/part0052.xhtml ¶021	A1-L075	おいていかれない	EXACT_VERIFIED	LI/NV	ALTER1_LANGUAGE_CONTROL	voice_address_temporality_control	Alter.1 audited story-level supplemental language evidence.
T12-E232	Alter.1	七月十二日（レーナ誕生日） / OEBPS/part0055.xhtml ¶049	A1-L082	誕生日おめでとう、レーナ	EXACT_VERIFIED	LI/BA	ALTER1_LANGUAGE_CONTROL	voice_address_temporality_control	Alter.1 audited story-level supplemental language evidence.
T12-E233	Alter.1	七月十二日（レーナ誕生日）・その二 / OEBPS/part0057.xhtml ¶037	A1-L087	おれが贈りたかったから、贈っただけです	EXACT_VERIFIED	CS/LI	ALTER1_LANGUAGE_CONTROL	voice_address_temporality_control	Alter.1 audited story-level supplemental language evidence.
T12-E234	Alter.1	十月二日（アンジュ誕生日） / OEBPS/part0059.xhtml ¶032	A1-L095	帰ってくる頃には、出来上がってるから	EXACT_VERIFIED	CS/LI	ALTER1_LANGUAGE_CONTROL	voice_address_temporality_control	Alter.1 audited story-level supplemental language evidence.
T12-E235	Alter.1	十一月十二日（アネット誕生日） / OEBPS/part0060.xhtml ¶001	A1-L096	セオ、ごめんなさい。ちょっと助けてくれませんか	EXACT_VERIFIED	CS	ALTER1_LANGUAGE_CONTROL	voice_address_temporality_control	Alter.1 audited story-level supplemental language evidence.
T12-E236	V01	item/xhtml/p-010.xhtml para 194	NEW_DIRECT_SOURCE_RETRIEVAL	互いに往くべき場所へ還るを、望んでいるかのように。	EXACT_VERIFIED	LI/PF/NV/CS as context requires	RETURN_KANRU;DESIRE_CHOICE	return_metaphysical_kanru	metaphysical return kanru; direct original-Japanese EPUB paragraph, whitespace normalized from XHTML extraction.
T12-E237	V01	item/xhtml/p-010.xhtml para 241	NEW_DIRECT_SOURCE_RETRIEVAL	それなら。あまねく死者が世界に、その遥か底の最奥に還るというなら。	EXACT_VERIFIED	LI/PF/NV/CS as context requires	RETURN_KANRU	return_metaphysical_kanru	metaphysical return kanru; direct original-Japanese EPUB paragraph, whitespace normalized from XHTML extraction.
T12-E238	V01	item/xhtml/p-012.xhtml para 194	NEW_DIRECT_SOURCE_RETRIEVAL	わたしも一緒に見たかった、という言葉を、レーナは辛うじて吞み込んだ。それは言ってはいけない言葉だ。レーナ自身は望めばいつでも行き来が出来る。けれどシン達は望んで戦場にいるわけではなく、また彼らを連れて帰ることも出来ない。一緒、なんてほんの一時の錯覚にすぎないのだから、そんなことは望んではいけない。	EXACT_VERIFIED	LI/PF/NV/CS as context requires	RETURN_KAERU;TOGETHER_ISSHO;DESIRE_CHOICE;FUTURE_TIME;ADDRESS_FORMS	return_kaeru_homeward_recipient	issho asymmetry control; direct original-Japanese EPUB paragraph, whitespace normalized from XHTML extraction.
T12-E239	V05	item/xhtml/p-004.xhtml para 805	NEW_DIRECT_SOURCE_RETRIEVAL	兄や、カイエや、多くのエイティシックスの戦死者たちが戦場に留まっていたのは、彼らの脳構造が中央処理系として〈レギオン〉に取り込まれたからだ。死んで還るはずが、囚われ留められてしまったがためだ。	EXACT_VERIFIED	LI/PF/NV/CS as context requires	RETURN_KANRU	return_metaphysical_kanru	metaphysical return kanru; direct original-Japanese EPUB paragraph, whitespace normalized from XHTML extraction.
T12-E240	V06	item/xhtml/p-006.xhtml para 857	NEW_DIRECT_SOURCE_RETRIEVAL	「あんたも誰だか、知らないけどさ。……もう、還るべきところに還りなよ」	EXACT_VERIFIED	LI/PF/NV/CS as context requires	RETURN_KANRU;FUTURE_TIME;ADDRESS_FORMS	return_metaphysical_kanru	metaphysical return kanru; direct original-Japanese EPUB paragraph, whitespace normalized from XHTML extraction.
T12-E241	V09	item/xhtml/p-006.xhtml para 641	NEW_DIRECT_SOURCE_RETRIEVAL	『──行ってくる』	EXACT_VERIFIED	LI/PF/NV/CS as context requires	DEPART_RETURN_SPEECH	departure_return_speech_acts	departure return speech act; direct original-Japanese EPUB paragraph, whitespace normalized from XHTML extraction.
T12-E242	V09	item/xhtml/p-006.xhtml para 643	NEW_DIRECT_SOURCE_RETRIEVAL	行ってきます、ではなく。	EXACT_VERIFIED	LI/PF/NV/CS as context requires	DEPART_RETURN_SPEECH	departure_return_speech_acts	departure return speech act; direct original-Japanese EPUB paragraph, whitespace normalized from XHTML extraction.
T12-E243	V09	item/xhtml/p-004.xhtml para 420	NEW_DIRECT_SOURCE_RETRIEVAL	「……ただいま」	EXACT_VERIFIED	LI/PF/NV/CS as context requires	DEPART_RETURN_SPEECH	departure_return_speech_acts	departure return speech act; direct original-Japanese EPUB paragraph, whitespace normalized from XHTML extraction.
T12-E244	V09	item/xhtml/p-011.xhtml para 691	NEW_DIRECT_SOURCE_RETRIEVAL	『──ああ、ただいま』	EXACT_VERIFIED	LI/PF/NV/CS as context requires	DEPART_RETURN_SPEECH	departure_return_speech_acts	departure return speech act; direct original-Japanese EPUB paragraph, whitespace normalized from XHTML extraction.
T12-E245	V14	item/xhtml/p-005.xhtml para 345	NEW_DIRECT_SOURCE_RETRIEVAL	戻ってこられる。それは、連邦も。	EXACT_VERIFIED	LI/PF/NV/CS as context requires	RETURN_MODORU;MORAL_RETURN	return_modoru_state_reentry_recovery	moral return potential narrator; direct original-Japanese EPUB paragraph, whitespace normalized from XHTML extraction.
T12-E246	V14	item/xhtml/p-009.xhtml para 6	NEW_DIRECT_SOURCE_RETRIEVAL	『我ら、世界に誇る正義たらん』。──つまり、連邦人の我らはすなわち正義である。	EXACT_VERIFIED	LI/PF/NV/CS as context requires	JUSTICE;JUSTICE_ASPIRATIONAL;JUSTICE_DECLARATIVE	justice_aspiration_identity_grammar	justice grammar direct; direct original-Japanese EPUB paragraph, whitespace normalized from XHTML extraction.
T12-E247	Alter.1	OEBPS/part0023.xhtml para 42	NEW_DIRECT_SOURCE_RETRIEVAL	「言葉の選び方もわらわの一部じゃ。そう易々と捨てられるものではないし、何よりわらわはわらわであることを捨てとうない」	EXACT_VERIFIED	LI/PF/NV/CS as context requires	DESIRE_CHOICE	voice_address_temporality_control	frederica register as identity; direct original-Japanese EPUB paragraph, whitespace normalized from XHTML extraction.
