evidence_id	source	source_locator	prior_locator_id	anchor	quote_state	evidence_class	evidence_type	motif	analytic_function	note
T13-E228	A1	L10 / A1 update / Empty photo frame			LEDGER_SYNTHESIS	RR/SI	LONGITUDINAL_MOTIF	Empty photo frame	object_history_or_formal_recurrence	future can fill archival gaps without denying the loss
T13-E229	A1	L10 / A1 update / Flowers			LEDGER_SYNTHESIS	RR/SI	LONGITUDINAL_MOTIF	Flowers	object_history_or_formal_recurrence	memorial form redirected toward return and continued life
T13-E230	A1	L10 / A1 update / Film-strip / scrapbook paratext			LEDGER_SYNTHESIS	RR/SI	LONGITUDINAL_MOTIF	Film-strip / scrapbook paratext	object_history_or_formal_recurrence	VI/PT evidence that ordinary memory, not campaign map logic, organizes Alter.1
T13-E231	V13	L10 / V13 update / line / boundary			LEDGER_SYNTHESIS	RR/SI	LONGITUDINAL_MOTIF	line / boundary	object_history_or_formal_recurrence	Social boundary becomes precursor to material battlefield boundary.
T13-E232	V13	L10 / V13 update / minefield / blocked road			LEDGER_SYNTHESIS	RR/SI	LONGITUDINAL_MOTIF	minefield / blocked road	object_history_or_formal_recurrence	Political exclusion becomes geography; return/refusal converted into physical impossibility.
T13-E233	V13	L10 / V13 update / ribbon			LEDGER_SYNTHESIS	RR/SI	LONGITUDINAL_MOTIF	ribbon	object_history_or_formal_recurrence	Portable chosen inheritance, contrasted with involuntary weapon body.
T13-E234	V13	L10 / V13 update / moon / waka / failed address			LEDGER_SYNTHESIS	RR/SI	LONGITUDINAL_MOTIF	moon / waka / failed address	object_history_or_formal_recurrence	Formalizes communication that may fail to reach intended addressee yet still shape survivors.
T13-E235	V13	L10 / V13 update / camera / footage			LEDGER_SYNTHESIS	RR/SI	LONGITUDINAL_MOTIF	camera / footage	object_history_or_formal_recurrence	Seeing is not equivalent to understanding; visual evidence requires causal context.
T13-E236	V13	L10 / V13 update / voice / Para-RAID			LEDGER_SYNTHESIS	RR/SI	LONGITUDINAL_MOTIF	voice / Para-RAID	object_history_or_formal_recurrence	V1 formal rhyme with transformed reciprocal relationship.
T13-E237	V13	L10 / V13 update / home / road			LEDGER_SYNTHESIS	RR/SI	LONGITUDINAL_MOTIF	home / road	object_history_or_formal_recurrence	Home motif is now inseparable from practical ability to return.
T13-E238	V13	L10 / V13 update / hunter / DEAR			LEDGER_SYNTHESIS	RR/SI	LONGITUDINAL_MOTIF	hunter / DEAR	object_history_or_formal_recurrence	Strong motif rhyme; do not assert every layer as authorially explained beyond text/afterword.
T13-E239	V14	L10 / V14 update / black butterflies / Vaneseed			LEDGER_SYNTHESIS	RR/SI	LONGITUDINAL_MOTIF	black butterflies / Vaneseed	object_history_or_formal_recurrence	Connection can become intrusion when access to mind is nonconsensual; black wing imagery links cognition, memory and weaponization.
T13-E240	V14	L10 / V14 update / paint / Paint It Black			LEDGER_SYNTHESIS	RR/SI	LONGITUDINAL_MOTIF	paint / Paint It Black	object_history_or_formal_recurrence	Making the hidden target visible becomes tactical and thematic counter to obscured causes and manipulated narratives.
T13-E241	V14	L10 / V14 update / stew / recipes			LEDGER_SYNTHESIS	RR/SI	LONGITUDINAL_MOTIF	stew / recipes	object_history_or_formal_recurrence	Kitchen-scale civic re-personalization; memory becomes shareable ordinary practice rather than monument.
T13-E242	V14	L10 / V14 update / dandelion coffee			LEDGER_SYNTHESIS	RR/SI	LONGITUDINAL_MOTIF	dandelion coffee	object_history_or_formal_recurrence	Independent future/return object; ordinary hospitality carries cross-racial memory.
T13-E243	V14	L10 / V14 update / Theo's Laughing Fox / reaching hand			LEDGER_SYNTHESIS	RR/SI	LONGITUDINAL_MOTIF	Theo's Laughing Fox / reaching hand	object_history_or_formal_recurrence	Symbolic continuity without functional sameness.
T13-E244	V14	L10 / V14 update / Rei-shaped No Face image			LEDGER_SYNTHESIS	RR/SI	LONGITUDINAL_MOTIF	Rei-shaped No Face image	object_history_or_formal_recurrence	Visualizes memory as interface rather than proof of literal Rei identity.
T13-E245	V14	L10 / V14 update / cover Lena			LEDGER_SYNTHESIS	RR/SI	LONGITUDINAL_MOTIF	cover Lena	object_history_or_formal_recurrence	Lena's final-arc visual centrality is paratextually confirmed; do not misidentify as Frederica.
T13-E246	V14	L10 / V14 update / black / white / crimson			LEDGER_SYNTHESIS	RR/SI	LONGITUDINAL_MOTIF	black / white / crimson	object_history_or_formal_recurrence	Color architecture organizes concealment, exposure, injury and counterattack without reducing each color to one fixed symbol.
T13-E247	V01	EPUB item/xhtml/p-cover.xhtml -> item/image/cover.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	cover.jpg	visual_composition_or_publication_form	1409x2000; 86─エイティシックス─; context=86─エイティシックス─
T13-E248	V01	EPUB item/xhtml/p-015.xhtml -> item/image/p264.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	p264.jpg	visual_composition_or_publication_form	1443x2048; 86─エイティシックス─; context=86─エイティシックス─
T13-E249	V01	EPUB item/xhtml/p-012.xhtml -> item/image/p211.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	p211.jpg	visual_composition_or_publication_form	1443x2048; 86─エイティシックス─; context=86─エイティシックス─ 第五章 スピア ヘッド戦隊 にクソ 栄光あれ その日の 戦 闘 も〈黒羊〉が多くて、 戦 闘 を終えてレーナは 吐 気 を 堪 えてそろそろと息を 吐 く
T13-E250	V02	EPUB item/xhtml/p-cover.xhtml -> item/image/cover.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	cover.jpg	visual_composition_or_publication_form	1803x2560; 86─エイティシックス─Ep.2 ─ラン・スルー・ザ・バトルフロント─〈上〉; context=86─エイティシックス─Ep.2 ─ラン・スルー・ザ・バトルフロント─〈上〉
T13-E251	V02	EPUB item/xhtml/p-fmatter-004.xhtml -> item/image/kuchie-004.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	kuchie-004.jpg	visual_composition_or_publication_form	2048x1074; 86─エイティシックス─Ep.2 ─ラン・スルー・ザ・バトルフロント─〈上〉; context=86─エイティシックス─Ep.2 ─ラン・スルー・ザ・バトルフロント─〈上〉
T13-E252	V02	EPUB item/xhtml/p-fmatter-003.xhtml -> item/image/kuchie-003.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	kuchie-003.jpg	visual_composition_or_publication_form	2048x1074; 86─エイティシックス─Ep.2 ─ラン・スルー・ザ・バトルフロント─〈上〉; context=86─エイティシックス─Ep.2 ─ラン・スルー・ザ・バトルフロント─〈上〉
T13-E253	V02	EPUB item/xhtml/p-010.xhtml -> item/image/p270-p271.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	p270-p271.jpg	visual_composition_or_publication_form	2048x1453; 86─エイティシックス─Ep.2 ─ラン・スルー・ザ・バトルフロント─〈上〉; context=86─エイティシックス─Ep.2 ─ラン・スルー・ザ・バトルフロント─〈上〉
T13-E254	V02	EPUB item/xhtml/p-012.xhtml -> item/image/p276.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	p276.jpg	visual_composition_or_publication_form	1443x2048; 86─エイティシックス─Ep.2 ─ラン・スルー・ザ・バトルフロント─〈上〉; context=86─エイティシックス─Ep.2 ─ラン・スルー・ザ・バトルフロント─〈上〉
T13-E255	V03	EPUB item/xhtml/p-cover.xhtml -> item/image/cover.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	cover.jpg	visual_composition_or_publication_form	1443x2048; 86─エイティシックス─Ep.3 ─ラン・スルー・ザ・バトルフロント─〈下〉; context=86─エイティシックス─Ep.3 ─ラン・スルー・ザ・バトルフロント─〈下〉
T13-E256	V03	EPUB item/xhtml/p-fmatter-003.xhtml -> item/image/kuchie-003.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	kuchie-003.jpg	visual_composition_or_publication_form	2048x1473; 86─エイティシックス─Ep.3 ─ラン・スルー・ザ・バトルフロント─〈下〉; context=86─エイティシックス─Ep.3 ─ラン・スルー・ザ・バトルフロント─〈下〉
T13-E257	V03	EPUB item/xhtml/p-fmatter-002.xhtml -> item/image/kuchie-002.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	kuchie-002.jpg	visual_composition_or_publication_form	2048x1466; 86─エイティシックス─Ep.3 ─ラン・スルー・ザ・バトルフロント─〈下〉; context=86─エイティシックス─Ep.3 ─ラン・スルー・ザ・バトルフロント─〈下〉
T13-E258	V03	EPUB item/xhtml/p-007.xhtml -> item/image/p109.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	p109.jpg	visual_composition_or_publication_form	1443x2048; 86─エイティシックス─Ep.3 ─ラン・スルー・ザ・バトルフロント─〈下〉; context=86─エイティシックス─Ep.3 ─ラン・スルー・ザ・バトルフロント─〈下〉 第七章　死して 甲 斐 あるものなれば 『──フライホイール、一番、二番始動。仮設臨時変電所、異常なし
T13-E259	V03	EPUB item/xhtml/p-008.xhtml -> item/image/p144.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	p144.jpg	visual_composition_or_publication_form	1443x2048; 86─エイティシックス─Ep.3 ─ラン・スルー・ザ・バトルフロント─〈下〉; context=86─エイティシックス─Ep.3 ─ラン・スルー・ザ・バトルフロント─〈下〉 † 「ッ、〈ナハツェーラー〉、 失探 ！　〈ナハツェーラー〉の信号 途 絶 しました！」 悲鳴のように
T13-E260	V04	EPUB item/xhtml/p-cover.xhtml -> item/image/cover.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	cover.jpg	visual_composition_or_publication_form	1804x2560; 86─エイティシックス─Ep.4　─アンダー・プレッシャー─; context=86─エイティシックス─Ep.4　─アンダー・プレッシャー─
T13-E261	V04	EPUB item/xhtml/p-fmatter-004.xhtml -> item/image/kuchie-004.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	kuchie-004.jpg	visual_composition_or_publication_form	1075x2048; 86─エイティシックス─Ep.4　─アンダー・プレッシャー─; context=86─エイティシックス─Ep.4　─アンダー・プレッシャー─
T13-E262	V04	EPUB item/xhtml/p-fmatter-003.xhtml -> item/image/kuchie-003.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	kuchie-003.jpg	visual_composition_or_publication_form	2048x1075; 86─エイティシックス─Ep.4　─アンダー・プレッシャー─; context=86─エイティシックス─Ep.4　─アンダー・プレッシャー─
T13-E263	V04	EPUB item/xhtml/p-010.xhtml -> item/image/p308-p309.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	p308-p309.jpg	visual_composition_or_publication_form	2048x1453; 86─エイティシックス─Ep.4　─アンダー・プレッシャー─; context=86─エイティシックス─Ep.4　─アンダー・プレッシャー─
T13-E264	V04	EPUB item/xhtml/p-004.xhtml -> item/image/p016-p017.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	p016-p017.jpg	visual_composition_or_publication_form	2048x1453; 86─エイティシックス─Ep.4　─アンダー・プレッシャー─; context=86─エイティシックス─Ep.4　─アンダー・プレッシャー─
T13-E265	V05	EPUB item/xhtml/p-cover.xhtml -> item/image/cover.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	cover.jpg	visual_composition_or_publication_form	1409x2000; 86─エイティシックス─Ep.5　─死よ、驕るなかれ─; context=86─エイティシックス─Ep.5　─死よ、驕るなかれ─
T13-E266	V05	EPUB item/xhtml/p-fmatter-004.xhtml -> item/image/kuchie-004.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	kuchie-004.jpg	visual_composition_or_publication_form	2048x1090; 86─エイティシックス─Ep.5　─死よ、驕るなかれ─; context=86─エイティシックス─Ep.5　─死よ、驕るなかれ─
T13-E267	V05	EPUB item/xhtml/p-fmatter-003.xhtml -> item/image/kuchie-003.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	kuchie-003.jpg	visual_composition_or_publication_form	2048x1090; 86─エイティシックス─Ep.5　─死よ、驕るなかれ─; context=86─エイティシックス─Ep.5　─死よ、驕るなかれ─
T13-E268	V05	EPUB item/xhtml/p-002.xhtml -> item/image/p014.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	p014.jpg	visual_composition_or_publication_form	1443x2048; 86─エイティシックス─Ep.5　─死よ、驕るなかれ─; context=86─エイティシックス─Ep.5　─死よ、驕るなかれ─ 序章 屍 の王 ロア＝グレキア連合王国、千年の歴史持つ王都アルクス＝スティリエ。その最北に 坐 す王城の玉座の間は、陽の祝福
T13-E269	V05	EPUB item/xhtml/p-004.xhtml -> item/image/p046.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	p046.jpg	visual_composition_or_publication_form	1443x2048; 86─エイティシックス─Ep.5　─死よ、驕るなかれ─; context=86─エイティシックス─Ep.5　─死よ、驕るなかれ─ 第一章　怪物どもの憂愁 リト・オリヤが共和国八六区、東部第一戦区第一防衛戦隊〝スピアヘッド〟に配属されたのは去年の春。プロセ
T13-E270	V06	EPUB item/xhtml/p-allcover-001.xhtml -> item/image/allcover-001.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	allcover-001.jpg	visual_composition_or_publication_form	2048x829; 86─エイティシックス─Ep.6　─明けねばこそ夜は永く─; context=86─エイティシックス─Ep.6　─明けねばこそ夜は永く─
T13-E271	V06	EPUB item/xhtml/p-fmatter-002.xhtml -> item/image/kuchie-002.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	kuchie-002.jpg	visual_composition_or_publication_form	1443x2048; 86─エイティシックス─Ep.6　─明けねばこそ夜は永く─; context=86─エイティシックス─Ep.6　─明けねばこそ夜は永く─
T13-E272	V06	EPUB item/xhtml/p-fmatter-001.xhtml -> item/image/kuchie-001.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	kuchie-001.jpg	visual_composition_or_publication_form	1443x2048; 86─エイティシックス─Ep.6　─明けねばこそ夜は永く─; context=86─エイティシックス─Ep.6　─明けねばこそ夜は永く─
T13-E273	V06	EPUB item/xhtml/p-cover.xhtml -> item/image/cover.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	cover.jpg	visual_composition_or_publication_form	1804x2560; 86─エイティシックス─Ep.6　─明けねばこそ夜は永く─; context=86─エイティシックス─Ep.6　─明けねばこそ夜は永く─
T13-E274	V06	EPUB item/xhtml/p-fmatter-004.xhtml -> item/image/kuchie-004.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	kuchie-004.jpg	visual_composition_or_publication_form	2048x1090; 86─エイティシックス─Ep.6　─明けねばこそ夜は永く─; context=86─エイティシックス─Ep.6　─明けねばこそ夜は永く─
T13-E275	V07	EPUB item/xhtml/p-allcover-001.xhtml -> item/image/allcover-001.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	allcover-001.jpg	visual_composition_or_publication_form	2048x829; 86─エイティシックス─Ep.7　─ミスト─; context=86─エイティシックス─Ep.7　─ミスト─
T13-E276	V07	EPUB item/xhtml/p-fmatter-002.xhtml -> item/image/kuchie-002.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	kuchie-002.jpg	visual_composition_or_publication_form	1443x2048; 86─エイティシックス─Ep.7　─ミスト─; context=86─エイティシックス─Ep.7　─ミスト─
T13-E277	V07	EPUB item/xhtml/p-fmatter-001.xhtml -> item/image/kuchie-001.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	kuchie-001.jpg	visual_composition_or_publication_form	1443x2048; 86─エイティシックス─Ep.7　─ミスト─; context=86─エイティシックス─Ep.7　─ミスト─
T13-E278	V07	EPUB item/xhtml/p-cover.xhtml -> item/image/cover.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	cover.jpg	visual_composition_or_publication_form	1804x2560; 86─エイティシックス─Ep.7　─ミスト─; context=86─エイティシックス─Ep.7　─ミスト─
T13-E279	V07	EPUB item/xhtml/p-010.xhtml -> item/image/p294-p295.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	p294-p295.jpg	visual_composition_or_publication_form	2048x1453; 86─エイティシックス─Ep.7　─ミスト─; context=86─エイティシックス─Ep.7　─ミスト─
T13-E280	V08	EPUB item/xhtml/p-allcover-001.xhtml -> item/image/allcover-001.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	allcover-001.jpg	visual_composition_or_publication_form	2048x829; 86─エイティシックス─Ep.8　─ガンスモーク・オン・ザ・ウォーター─; context=86─エイティシックス─Ep.8　─ガンスモーク・オン・ザ・ウォーター─
T13-E281	V08	EPUB item/xhtml/p-fmatter-002.xhtml -> item/image/kuchie-002.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	kuchie-002.jpg	visual_composition_or_publication_form	1443x2048; 86─エイティシックス─Ep.8　─ガンスモーク・オン・ザ・ウォーター─; context=86─エイティシックス─Ep.8　─ガンスモーク・オン・ザ・ウォーター─
T13-E282	V08	EPUB item/xhtml/p-fmatter-001.xhtml -> item/image/kuchie-001.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	kuchie-001.jpg	visual_composition_or_publication_form	1443x2048; 86─エイティシックス─Ep.8　─ガンスモーク・オン・ザ・ウォーター─; context=86─エイティシックス─Ep.8　─ガンスモーク・オン・ザ・ウォーター─
T13-E283	V08	EPUB item/xhtml/p-cover.xhtml -> item/image/cover.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	cover.jpg	visual_composition_or_publication_form	1804x2560; 86─エイティシックス─Ep.8　─ガンスモーク・オン・ザ・ウォーター─; context=86─エイティシックス─Ep.8　─ガンスモーク・オン・ザ・ウォーター─
T13-E284	V08	EPUB item/xhtml/p-012.xhtml -> item/image/i-346-347.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	i-346-347.jpg	visual_composition_or_publication_form	2048x1453; 86─エイティシックス─Ep.8　─ガンスモーク・オン・ザ・ウォーター─; context=86─エイティシックス─Ep.8　─ガンスモーク・オン・ザ・ウォーター─
T13-E285	V09	EPUB item/xhtml/p-010.xhtml -> item/image/i-245.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	i-245.jpg	visual_composition_or_publication_form	1443x2048; 86─エイティシックス─Ep.9　─ヴァルキリィ・ハズ・ランデッド─; context=86─エイティシックス─Ep.9　─ヴァルキリィ・ハズ・ランデッド─ 第四章　鏡よ鏡、ただの鏡に映るのは？ 黒煙を上げる 自 動 工 場 型 の前で、〈レギオン〉支配域にはあるまじ
T13-E286	V09	EPUB item/xhtml/p-010.xhtml -> item/image/i-247.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	i-247.jpg	visual_composition_or_publication_form	1443x2048; 86─エイティシックス─Ep.9　─ヴァルキリィ・ハズ・ランデッド─; context=86─エイティシックス─Ep.9　─ヴァルキリィ・ハズ・ランデッド─ 第四章　鏡よ鏡、ただの鏡に映るのは？ 黒煙を上げる 自 動 工 場 型 の前で、〈レギオン〉支配域にはあるまじ
T13-E287	V10	EPUB item/xhtml/p-028.xhtml -> item/image/i-308.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	i-308.jpg	visual_composition_or_publication_form	1443x2048; ８６―エイティシックス―Ep.10　―フラグメンタル・ネオテニー―; context=８６―エイティシックス―Ep.10　―フラグメンタル・ネオテニー―
T13-E288	V10	EPUB item/xhtml/p-027.xhtml -> item/image/i-297.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	i-297.jpg	visual_composition_or_publication_form	1443x2048; ８６―エイティシックス―Ep.10　―フラグメンタル・ネオテニー―; context=８６―エイティシックス―Ep.10　―フラグメンタル・ネオテニー― 滔 々 と流れる大河は青く、むやみやたらと広かった。 具体的には、ライデンが今いるこちら側から向こう岸まで、目算
T13-E289	V11	EPUB item/xhtml/p-026.xhtml -> item/image/i-303.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	i-303.jpg	visual_composition_or_publication_form	1443x2048; ８６―エイティシックス―Ep.11　―ディエス・パシオニス―; context=８６―エイティシックス―Ep.11　―ディエス・パシオニス― 機動打撃群は、連邦ベルルデファデル市と共和国旧イレクス市を結ぶ長さ四百キロの高速鉄道の軌条に添い、薄く長く防衛部隊を展
T13-E290	V11	EPUB item/xhtml/p-022.xhtml -> item/image/i-235.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	i-235.jpg	visual_composition_or_publication_form	1443x2048; ８６―エイティシックス―Ep.11　―ディエス・パシオニス―; context=８６―エイティシックス―Ep.11　―ディエス・パシオニス― 撃ち抜かれた黒い装甲の奥、機械の 内 腑 は 無 惨 に引き裂かれ、けれど〈レギオン〉に痛覚はない。 だから生前の、 
T13-E291	V12	EPUB item/xhtml/p-008.xhtml -> item/image/i-308.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	i-308.jpg	visual_composition_or_publication_form	1443x2048; ８６―エイティシックス―Ep.12　─ホーリィ・ブルー・ブレット─; context=８６―エイティシックス―Ep.12　─ホーリィ・ブルー・ブレット─ 第五章　ブラッディ・メアリィは霧の中 使用済み核燃料が放つ放射線は、いずれも分厚く重い金属で遮蔽が可能だ。完全に
T13-E292	V12	EPUB item/xhtml/p-008.xhtml -> item/image/i-323.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	i-323.jpg	visual_composition_or_publication_form	1443x2048; ８６―エイティシックス―Ep.12　─ホーリィ・ブルー・ブレット─; context=８６―エイティシックス―Ep.12　─ホーリィ・ブルー・ブレット─ 第五章　ブラッディ・メアリィは霧の中 使用済み核燃料が放つ放射線は、いずれも分厚く重い金属で遮蔽が可能だ。完全に
T13-E293	V13	EPUB item/xhtml/p-003.xhtml -> item/image/i-023.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	i-023.jpg	visual_composition_or_publication_form	1443x2048; ８６―エイティシックス―Ep.13　─ディア・ハンター─; context=８６―エイティシックス―Ep.13　─ディア・ハンター─ 第一章　いざ言とはむ 大陸西北部に位置するギアーデ連邦の戦場は暗い冬の間、白魔の暴虐を 免 れ得ない。 降りしきる粉雪の 
T13-E294	V13	EPUB item/xhtml/p-005.xhtml -> item/image/i-177.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	i-177.jpg	visual_composition_or_publication_form	1443x2048; ８６―エイティシックス―Ep.13　─ディア・ハンター─; context=８６―エイティシックス―Ep.13　─ディア・ハンター─ 第三章　いかが答へし ザンクト・イェデルでの〈 仔 鹿 〉の自爆は、それまでで最大の犠牲者を出した。 そして初めての、明確
T13-E295	V14	EPUB item/xhtml/p-008.xhtml -> item/image/i-286.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	i-286.jpg	visual_composition_or_publication_form	1443x2048; ８６―エイティシックス―Ep.14　―ペイント・イット・ブラック―; context=８６―エイティシックス―Ep.14　―ペイント・イット・ブラック― 第五章 羽化について 『エイティシックスの八六区シチュー』回は、それはもう反発を食らった。 そのことにパーソナリ
T13-E296	V14	EPUB item/xhtml/p-008.xhtml -> item/image/i-312.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	i-312.jpg	visual_composition_or_publication_form	1443x2048; ８６―エイティシックス―Ep.14　―ペイント・イット・ブラック―; context=８６―エイティシックス―Ep.14　―ペイント・イット・ブラック― 第五章 羽化について 『エイティシックスの八六区シチュー』回は、それはもう反発を食らった。 そのことにパーソナリ
T13-E297	A1	EPUB OEBPS/part0001.xhtml -> OEBPS/image_rsrc4SX.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	image_rsrc4SX.jpg	visual_composition_or_publication_form	1353x1920; part0001; context=part0001
T13-E298	A1	EPUB OEBPS/part0002.xhtml -> OEBPS/image_rsrc4SY.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	image_rsrc4SY.jpg	visual_composition_or_publication_form	1353x1920; part0002; context=part0002
T13-E299	A1	EPUB OEBPS/part0003.xhtml -> OEBPS/image_rsrc4SZ.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	image_rsrc4SZ.jpg	visual_composition_or_publication_form	1920x1022; part0003; context=part0003
T13-E300	A1	EPUB OEBPS/part0004.xhtml -> OEBPS/image_rsrc4T0.jpg			VISUAL_DIRECT	VI/PT	VISUAL_PARATEXT	image_rsrc4T0.jpg	visual_composition_or_publication_form	1022x1920; part0004; context=part0004
