locator_id	volume	chapter	internal_cbz_image_filename	sequential_page_index	printed_page_if_verified	short_japanese_anchor	panel_spread_description	evidence_type	linked_claim_ids	linked_specialist_document	verification_status	locator_priority	source_evidence_id	claim_linkage_basis	confidence	verification_note
AOT-LOC-20-021	V20	第82話 勇者	page0185.jpeg	185			Eren executes lethal opposition to former comrade without human recognition producing restraint.	TF		AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md;AOT_04_ARMIN_ARLERT_KNOWLEDGE_IMAGINATION_DIALOGUE_AND_RESPONSIBILITY.md;AOT_06_ZEKE_JAEGER_FAMILY_SALVATION_ANTINATALISM_AND_INSTRUMENTAL_REASON.md;AOT_08_LEVI_ERWIN_HANGE_COMMAND_SACRIFICE_AND_SUCCESSION.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CANONICAL_DEEP_READING_LOCATOR	P2	AOT_V20_E021	VOLUME_SPECIALIST_ROUTE	high	
AOT-LOC-20-022	V20	第82話 勇者	page0188.jpeg	188			Eren retrospectively recognizes Armin's courage and reveals he understood the survival reassurance was false.	TF+TI		AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md;AOT_04_ARMIN_ARLERT_KNOWLEDGE_IMAGINATION_DIALOGUE_AND_RESPONSIBILITY.md;AOT_06_ZEKE_JAEGER_FAMILY_SALVATION_ANTINATALISM_AND_INSTRUMENTAL_REASON.md;AOT_08_LEVI_ERWIN_HANGE_COMMAND_SACRIFICE_AND_SUCCESSION.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CANONICAL_DEEP_READING_LOCATOR	P2	AOT_V20_E022	VOLUME_SPECIALIST_ROUTE	high	
AOT-LOC-21-006	V21	Ch84	page0077.jpeg-page0079.jpeg	77-79			Eren invokes the sea, admits revenge/hatred displaced the childhood dream, says Armin still dreams		AOT-FSCR-C001	AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md	CANONICAL_DEEP_READING_LOCATOR	P2	AOT_V21_E006	DIRECT_FSCR		
AOT-LOC-21-007	V21	Ch84	page0082.jpeg-page0088.jpeg	82-88			Levi remembers sea conversation, Erwin's basement desire, Kenny's intoxication idea, Erwin's child question, and his own promise; Erwin thanks Levi		AOT-FSCR-C010;AOT-FSCR-C021	AOT_08_LEVI_ERWIN_HANGE_COMMAND_SACRIFICE_AND_SUCCESSION.md	CANONICAL_DEEP_READING_LOCATOR	P2	AOT_V21_E007	DIRECT_FSCR		
AOT-LOC-21-008	V21	Ch84	page0089.jpeg-page0095.jpeg	89-95			Armin transforms/eats Bertolt; restrained Bertolt panics and calls for help; Armin returns		AOT-FSCR-C016	AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CANONICAL_DEEP_READING_LOCATOR	P2	AOT_V21_E008	DIRECT_FSCR		
AOT-LOC-21-011	V21	Ch85	page0137.jpeg-page0139.jpeg	137-139			officials revisit Erwin's father's source question and discuss issuer motive; public celebrates Wall Maria victory			AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md;AOT_04_ARMIN_ARLERT_KNOWLEDGE_IMAGINATION_DIALOGUE_AND_RESPONSIBILITY.md;AOT_06_ZEKE_JAEGER_FAMILY_SALVATION_ANTINATALISM_AND_INSTRUMENTAL_REASON.md;AOT_08_LEVI_ERWIN_HANGE_COMMAND_SACRIFICE_AND_SUCCESSION.md	CANONICAL_DEEP_READING_LOCATOR	P2	AOT_V21_E011	VOLUME_SPECIALIST_ROUTE		
AOT-LOC-21-012	V21	Ch85	page0141.jpeg-page0142.jpeg	141-142			photograph defined as light burned onto special paper; Grisha states he came from outside and humanity has not perished		AOT-FSCR-C024	AOT_12_RACE_MEMORY_HISTORY_PROPAGANDA_AND_ENEMY_CONSTRUCTION.md	CANONICAL_DEEP_READING_LOCATOR	P2	AOT_V21_E012	DIRECT_FSCR		
AOT-LOC-21-013	V21	Ch86	page0145.jpeg-page0152.jpeg	145-152			child Grisha/Faye pursue airship beyond internment boundary; anti-Eldian insult and enforcement			AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md;AOT_04_ARMIN_ARLERT_KNOWLEDGE_IMAGINATION_DIALOGUE_AND_RESPONSIBILITY.md;AOT_06_ZEKE_JAEGER_FAMILY_SALVATION_ANTINATALISM_AND_INSTRUMENTAL_REASON.md;AOT_08_LEVI_ERWIN_HANGE_COMMAND_SACRIFICE_AND_SUCCESSION.md	CANONICAL_DEEP_READING_LOCATOR	P2	AOT_V21_E013	VOLUME_SPECIALIST_ROUTE		
AOT-LOC-21-015	V21	Ch86	page0160.jpeg-page0166.jpeg	160-166			father recites Marleyan Ymir/Eldian history and frames obedience as family survival; Grisha protests inherited guilt			AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md;AOT_04_ARMIN_ARLERT_KNOWLEDGE_IMAGINATION_DIALOGUE_AND_RESPONSIBILITY.md;AOT_06_ZEKE_JAEGER_FAMILY_SALVATION_ANTINATALISM_AND_INSTRUMENTAL_REASON.md;AOT_08_LEVI_ERWIN_HANGE_COMMAND_SACRIFICE_AND_SUCCESSION.md	CANONICAL_DEEP_READING_LOCATOR	P2	AOT_V21_E015	VOLUME_SPECIALIST_ROUTE		
AOT-LOC-21-018	V21	Ch86	page0172.jpeg-page0176.jpeg	172-176			Dina identifies royal descent and family-preserved history; Restorationists target Founder; royal account of 145th king		AOT-FSCR-C029	AOT_13_TITANS_PATHS_BODY_MEMORY_INHERITANCE_AND_PERSONHOOD_ONTOLOGY.md	CANONICAL_DEEP_READING_LOCATOR	P2	AOT_V21_E018	DIRECT_FSCR		
AOT-LOC-21-019	V21	Ch86	page0180.jpeg-page0186.jpeg	180-186			modernity accelerates; Marley recruits Warriors; resource/technology logic and Wall-Titan deterrence enter strategy			AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md;AOT_04_ARMIN_ARLERT_KNOWLEDGE_IMAGINATION_DIALOGUE_AND_RESPONSIBILITY.md;AOT_06_ZEKE_JAEGER_FAMILY_SALVATION_ANTINATALISM_AND_INSTRUMENTAL_REASON.md;AOT_08_LEVI_ERWIN_HANGE_COMMAND_SACRIFICE_AND_SUCCESSION.md	CANONICAL_DEEP_READING_LOCATOR	P2	AOT_V21_E019	VOLUME_SPECIALIST_ROUTE		
AOT-LOC-21-020	V21	Ch86	page0187.jpeg-page0188.jpeg	187-188			Grisha/Dina make Zeke a Warrior infiltration project; Grisha reflects on his folly; seven-year-old Zeke reports them			AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md;AOT_04_ARMIN_ARLERT_KNOWLEDGE_IMAGINATION_DIALOGUE_AND_RESPONSIBILITY.md;AOT_06_ZEKE_JAEGER_FAMILY_SALVATION_ANTINATALISM_AND_INSTRUMENTAL_REASON.md;AOT_08_LEVI_ERWIN_HANGE_COMMAND_SACRIFICE_AND_SUCCESSION.md	CANONICAL_DEEP_READING_LOCATOR	P2	AOT_V21_E020	VOLUME_SPECIALIST_ROUTE		
AOT-LOC-22-005	V22	Ch88	page0058-page0068	58-68			Kruger identifies himself, his Titan, covert institutional history, and explains his own family trauma / limits.		AOT-FSCR-C024	AOT_12_RACE_MEMORY_HISTORY_PROPAGANDA_AND_ENEMY_CONSTRUCTION.md	CANONICAL_DEEP_READING_LOCATOR	P2	AOT_V22_E005	DIRECT_FSCR	STRONG	
AOT-LOC-22-006	V22	Ch88	page0069-page0072	69-72			Grisha is ordered to infiltrate the Walls, recover the Founder, and inherit Kruger's power; thirteen-year limit introduced.		AOT-FSCR-C029	AOT_13_TITANS_PATHS_BODY_MEMORY_INHERITANCE_AND_PERSONHOOD_ONTOLOGY.md	CANONICAL_DEEP_READING_LOCATOR	P2	AOT_V22_E006	DIRECT_FSCR		
AOT-LOC-22-010	V22	Ch88	page0081-page0090	81-90			Grisha collapses into guilt; Kruger frames continued struggle as payment of a debt created by sacrificed comrades.		AOT-FSCR-C002	AOT_14_FREEDOM_AUTONOMY_PERSONHOOD_INHERITANCE_AND_RESPONSIBILITY.md	CANONICAL_DEEP_READING_LOCATOR	P2	AOT_V22_E010	DIRECT_FSCR	STRONG	
AOT-LOC-22-011	V22	Ch88	page0091	91		family photograph and 「これは お前が始めた物語だろ」 tie mission to Grisha's own causal beginning.	Ch88 / 0091 — family photograph and 「これは お前が始めた物語だろ」 tie mission to Grisha's own causal beginning.			AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md;AOT_04_ARMIN_ARLERT_KNOWLEDGE_IMAGINATION_DIALOGUE_AND_RESPONSIBILITY.md;AOT_07_HISTORIA_YMIR_IDENTITY_SOVEREIGNTY_AND_CHOSEN_OBLIGATION.md;AOT_08_LEVI_ERWIN_HANGE_COMMAND_SACRIFICE_AND_SUCCESSION.md	CANONICAL_DEEP_READING_LOCATOR	P2	AOT_V22_E011	VOLUME_SPECIALIST_ROUTE		
AOT-LOC-22-014	V22	Ch89	page0103-page0109	103-109			Ymir recounts being named, installed in a sacred role, enjoying recognition, and continuing the performance through persecution.		AOT-FSCR-C025	AOT_14_FREEDOM_AUTONOMY_PERSONHOOD_INHERITANCE_AND_RESPONSIBILITY.md	CANONICAL_DEEP_READING_LOCATOR	P2	AOT_V22_E014	DIRECT_FSCR		
AOT-LOC-22-016	V22	Ch89	page0118-page0123	118-123			leadership integrates basement archive; Hange reframes the enemy as people/civilization/world while preserving source uncertainty.		AOT-FSCR-C030	AOT_12_RACE_MEMORY_HISTORY_PROPAGANDA_AND_ENEMY_CONSTRUCTION.md	CANONICAL_DEEP_READING_LOCATOR	P2	AOT_V22_E016	DIRECT_FSCR	STRONG	
AOT-LOC-22-021	V22	Ch89	page0140-page0142	140-142			Kruger tells Grisha to love people inside the Walls, names Mikasa/Armin, and cannot identify whose memories supplied the names.			AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md;AOT_04_ARMIN_ARLERT_KNOWLEDGE_IMAGINATION_DIALOGUE_AND_RESPONSIBILITY.md;AOT_07_HISTORIA_YMIR_IDENTITY_SOVEREIGNTY_AND_CHOSEN_OBLIGATION.md;AOT_08_LEVI_ERWIN_HANGE_COMMAND_SACRIFICE_AND_SUCCESSION.md	CANONICAL_DEEP_READING_LOCATOR	P2	AOT_V22_E021	VOLUME_SPECIALIST_ROUTE		
AOT-LOC-22-022	V22	Ch90	page0144-page0152	144-152			leadership rejects recreating Reiss-style ignorance and releases basement findings.		AOT-FSCR-C023	AOT_10_STATES_EMPIRE_NATIONALISM_LEGITIMACY_AND_POLITICAL_VIOLENCE.md	CANONICAL_DEEP_READING_LOCATOR	P2	AOT_V22_E022	DIRECT_FSCR	STRONG	
AOT-LOC-22-029	V22	Ch90	page0175-page0177	175-177			post-coup technology/operations clear Titans and enable renewed settlement/exploration.			AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md;AOT_04_ARMIN_ARLERT_KNOWLEDGE_IMAGINATION_DIALOGUE_AND_RESPONSIBILITY.md;AOT_07_HISTORIA_YMIR_IDENTITY_SOVEREIGNTY_AND_CHOSEN_OBLIGATION.md;AOT_08_LEVI_ERWIN_HANGE_COMMAND_SACRIFICE_AND_SUCCESSION.md	CANONICAL_DEEP_READING_LOCATOR	P2	AOT_V22_E029	VOLUME_SPECIALIST_ROUTE		
AOT-LOC-22-030	V22	Ch90	page0178-page0180	178-180			crawling Titan is recognized as a transformed compatriot sent to Paradis, not merely an ontological monster.		AOT-FSCR-C004;AOT-FSCR-C027	AOT_13_TITANS_PATHS_BODY_MEMORY_INHERITANCE_AND_PERSONHOOD_ONTOLOGY.md;AOT_14_FREEDOM_AUTONOMY_PERSONHOOD_INHERITANCE_AND_RESPONSIBILITY.md	CANONICAL_DEEP_READING_LOCATOR	P2	AOT_V22_E030	DIRECT_FSCR	STRONG	
AOT-LOC-23-001	V23	Ch91	page0009-page0010	9-10			Falco reaches toward bird and tells it to fly far away before full battlefield orientation	character / motif		AOT_05_REINER_BRAUN_ROLE_IDENTITY_GUILT_RECOGNITION_AND_SURVIVAL.md;AOT_06_ZEKE_JAEGER_FAMILY_SALVATION_ANTINATALISM_AND_INSTRUMENTAL_REASON.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CANONICAL_DEEP_READING_LOCATOR	P2	AOT_V23_E001	VOLUME_SPECIALIST_ROUTE	HIGH	
AOT-LOC-23-008	V23	Ch92	page0080	80		fortress wall triggers 104th memory and 「また壁かよ」 / wall exhaustion	Ch92 / 0080 — fortress wall triggers 104th memory and 「また壁かよ」 / wall exhaustion		AOT-FSCR-C015	AOT_05_REINER_BRAUN_ROLE_IDENTITY_GUILT_RECOGNITION_AND_SURVIVAL.md	CANONICAL_DEEP_READING_LOCATOR	P2	AOT_V23_E008	DIRECT_FSCR	HIGH	
AOT-LOC-23-010	V23	Ch92	page0065-page0074	65-74			Marley drops spinal-fluid-dosed Eldians and Zeke transforms them in air			AOT_05_REINER_BRAUN_ROLE_IDENTITY_GUILT_RECOGNITION_AND_SURVIVAL.md;AOT_06_ZEKE_JAEGER_FAMILY_SALVATION_ANTINATALISM_AND_INSTRUMENTAL_REASON.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CANONICAL_DEEP_READING_LOCATOR	P2	AOT_V23_E010	VOLUME_SPECIALIST_ROUTE	HIGH	
AOT-LOC-23-011	V23	Ch92	page0077-page0079	77-79			candidate observers interpret state-manufactured Titan horror through inherited devil history; casualties calculated materially			AOT_05_REINER_BRAUN_ROLE_IDENTITY_GUILT_RECOGNITION_AND_SURVIVAL.md;AOT_06_ZEKE_JAEGER_FAMILY_SALVATION_ANTINATALISM_AND_INSTRUMENTAL_REASON.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CANONICAL_DEEP_READING_LOCATOR	P2	AOT_V23_E011	VOLUME_SPECIALIST_ROUTE	HIGH	
AOT-LOC-23-015	V23	Ch93	page0103-page0106	103-106			Zeke proposes immediate Founder-recovery operation to buy modernization time; invokes Grisha/loyalty			AOT_05_REINER_BRAUN_ROLE_IDENTITY_GUILT_RECOGNITION_AND_SURVIVAL.md;AOT_06_ZEKE_JAEGER_FAMILY_SALVATION_ANTINATALISM_AND_INSTRUMENTAL_REASON.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CANONICAL_DEEP_READING_LOCATOR	P2	AOT_V23_E015	VOLUME_SPECIALIST_ROUTE	HIGH	
AOT-LOC-23-021	V23	Ch93	page0130-page0133	130-133			candidates greet Reiner familiarly; he sees younger cohort against memory of former peers			AOT_05_REINER_BRAUN_ROLE_IDENTITY_GUILT_RECOGNITION_AND_SURVIVAL.md;AOT_06_ZEKE_JAEGER_FAMILY_SALVATION_ANTINATALISM_AND_INSTRUMENTAL_REASON.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CANONICAL_DEEP_READING_LOCATOR	P2	AOT_V23_E021	VOLUME_SPECIALIST_ROUTE	HIGH	
AOT-LOC-23-027	V23	Ch94	page0162-page0167	162-167			Reiner's supposed devil stories become individuated, affectionate-negative memories of classmates		AOT-FSCR-C026	AOT_15_CHILDHOOD_HOME_FAMILY_ORDINARY_LIFE_AND_THE_FUTURE.md	CANONICAL_DEEP_READING_LOCATOR	P2	AOT_V23_E027	DIRECT_FSCR	HIGH	
AOT-LOC-23-028	V23	Ch94	page0170-page0172	170-172			young Reiner links Warrior aspiration to mother, father, family, and Honorary Marleyan future			AOT_05_REINER_BRAUN_ROLE_IDENTITY_GUILT_RECOGNITION_AND_SURVIVAL.md;AOT_06_ZEKE_JAEGER_FAMILY_SALVATION_ANTINATALISM_AND_INSTRUMENTAL_REASON.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CANONICAL_DEEP_READING_LOCATOR	P2	AOT_V23_E028	VOLUME_SPECIALIST_ROUTE	HIGH	
AOT-LOC-23-030	V23	Ch94	page0177-page0178	177-178			Reiner is selected as Warrior candidate successor and celebrated at home			AOT_05_REINER_BRAUN_ROLE_IDENTITY_GUILT_RECOGNITION_AND_SURVIVAL.md;AOT_06_ZEKE_JAEGER_FAMILY_SALVATION_ANTINATALISM_AND_INSTRUMENTAL_REASON.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CANONICAL_DEEP_READING_LOCATOR	P2	AOT_V23_E030	VOLUME_SPECIALIST_ROUTE	HIGH	
AOT-LOC-23-032	V23	Ch94	page0182-page0188	182-188			young Reiner repeats island-devil / save-Eldians / save-world / worthy-son mission logic			AOT_05_REINER_BRAUN_ROLE_IDENTITY_GUILT_RECOGNITION_AND_SURVIVAL.md;AOT_06_ZEKE_JAEGER_FAMILY_SALVATION_ANTINATALISM_AND_INSTRUMENTAL_REASON.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CANONICAL_DEEP_READING_LOCATOR	P2	AOT_V23_E032	VOLUME_SPECIALIST_ROUTE	HIGH	
AOT-LOC-24-001	V24	Ch95	page0017.jpeg	17		世界はもうエルディア人を人権の定義に当てはめる必要は無い` / `民族存亡	95 — Marley recognizes Titan obsolescence as an Eldian survival problem			AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md;AOT_05_REINER_BRAUN_ROLE_IDENTITY_GUILT_RECOGNITION_AND_SURVIVAL.md;AOT_06_ZEKE_JAEGER_FAMILY_SALVATION_ANTINATALISM_AND_INSTRUMENTAL_REASON.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CANONICAL_DEEP_READING_LOCATOR	P2	AOT_V24_E001	VOLUME_SPECIALIST_ROUTE		
AOT-LOC-24-003	V24	Ch95	page0038.jpeg	38			young Reiner imagines honorary status and family reunion		AOT-FSCR-C002;AOT-FSCR-C013;AOT-FSCR-C015;AOT-FSCR-C025	AOT_05_REINER_BRAUN_ROLE_IDENTITY_GUILT_RECOGNITION_AND_SURVIVAL.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md;AOT_14_FREEDOM_AUTONOMY_PERSONHOOD_INHERITANCE_AND_RESPONSIBILITY.md	CANONICAL_DEEP_READING_LOCATOR	P2	AOT_V24_E003	DIRECT_FSCR		
AOT-LOC-24-004	V24	Ch95	page0039.jpeg	39		father: `ふざけるな!!` / `エルディアの悪魔の親子` / closing door	95 — Reiner's Marleyan father rejects Reiner and Karina as dangerous Eldians			AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md;AOT_05_REINER_BRAUN_ROLE_IDENTITY_GUILT_RECOGNITION_AND_SURVIVAL.md;AOT_06_ZEKE_JAEGER_FAMILY_SALVATION_ANTINATALISM_AND_INSTRUMENTAL_REASON.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CANONICAL_DEEP_READING_LOCATOR	P2	AOT_V24_E004	VOLUME_SPECIALIST_ROUTE		
AOT-LOC-24-007	V24	Ch95	page0049.jpeg	49			Ymir's Pure Titan attacks; Marcel pushes Reiner away and is eaten			AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md;AOT_05_REINER_BRAUN_ROLE_IDENTITY_GUILT_RECOGNITION_AND_SURVIVAL.md;AOT_06_ZEKE_JAEGER_FAMILY_SALVATION_ANTINATALISM_AND_INSTRUMENTAL_REASON.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CANONICAL_DEEP_READING_LOCATOR	P2	AOT_V24_E007	VOLUME_SPECIALIST_ROUTE		
AOT-LOC-24-011	V24	Ch96	page0067.jpeg	67			Female Titan attracts Pure Titans; team rides/recovers operation			AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md;AOT_05_REINER_BRAUN_ROLE_IDENTITY_GUILT_RECOGNITION_AND_SURVIVAL.md;AOT_06_ZEKE_JAEGER_FAMILY_SALVATION_ANTINATALISM_AND_INSTRUMENTAL_REASON.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CANONICAL_DEEP_READING_LOCATOR	P2	AOT_V24_E011	VOLUME_SPECIALIST_ROUTE		
AOT-LOC-24-020	V24	Ch97	page0121.jpeg	121			Eren says memory-loss cover is a lie; known to Falco as Kruger		AOT-FSCR-C001	AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md	CANONICAL_DEEP_READING_LOCATOR	P2	AOT_V24_E020	DIRECT_FSCR		
AOT-LOC-24-024	V24	Ch97	page0135.jpeg	135		Helos statue / `銅像の中は空洞`; newspaper war versus bullets	97 — Helos statue is hollow; Magath critiques Marleyan insulation from war cost			AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md;AOT_05_REINER_BRAUN_ROLE_IDENTITY_GUILT_RECOGNITION_AND_SURVIVAL.md;AOT_06_ZEKE_JAEGER_FAMILY_SALVATION_ANTINATALISM_AND_INSTRUMENTAL_REASON.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CANONICAL_DEEP_READING_LOCATOR	P2	AOT_V24_E024	VOLUME_SPECIALIST_ROUTE		
AOT-LOC-24-026	V24	Ch98	page0144.jpeg	144		northern route / 32 lost ships; `ファルコまで巨人にならなくたって…	98 — Reiner supplies current Paradis military intelligence while expressing resistance to Falco inheritance			AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md;AOT_05_REINER_BRAUN_ROLE_IDENTITY_GUILT_RECOGNITION_AND_SURVIVAL.md;AOT_06_ZEKE_JAEGER_FAMILY_SALVATION_ANTINATALISM_AND_INSTRUMENTAL_REASON.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CANONICAL_DEEP_READING_LOCATOR	P2	AOT_V24_E026	VOLUME_SPECIALIST_ROUTE		
AOT-LOC-24-032	V24	Ch98	page0171.jpeg	171		Kiyomi takes blame for wine; `あなたがどんな目に遭うかわからない`; diplomatic reception	98 — Kiyomi protects Udo from blame; international reception shows contingent cross-state ties			AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md;AOT_05_REINER_BRAUN_ROLE_IDENTITY_GUILT_RECOGNITION_AND_SURVIVAL.md;AOT_06_ZEKE_JAEGER_FAMILY_SALVATION_ANTINATALISM_AND_INSTRUMENTAL_REASON.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CANONICAL_DEEP_READING_LOCATOR	P2	AOT_V24_E032	VOLUME_SPECIALIST_ROUTE		
AOT-LOC-24-034	V24	Ch98	page0179.jpeg	179		festival food/play; Falco leads Reiner downstairs; `4年振りだな ライナー`; `よかったな / 故郷に帰れて	Ch98 `page0179.jpeg`–`page0188.jpeg — festival food/play; Falco leads Reiner downstairs; `4年振りだな ライナー`; `よかったな / 故郷に帰れて			AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md;AOT_05_REINER_BRAUN_ROLE_IDENTITY_GUILT_RECOGNITION_AND_SURVIVAL.md;AOT_06_ZEKE_JAEGER_FAMILY_SALVATION_ANTINATALISM_AND_INSTRUMENTAL_REASON.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CANONICAL_DEEP_READING_LOCATOR	P2	AOT_V24_E034	VOLUME_SPECIALIST_ROUTE		
AOT-LOC-25-004	V25	Ch100	page0041.jpeg	41			Tybur/Helos/Karl Fritz historical revision and Tybur complicity.		AOT-FSCR-C030	AOT_12_RACE_MEMORY_HISTORY_PROPAGANDA_AND_ENEMY_CONSTRUCTION.md	CANONICAL_DEEP_READING_LOCATOR	P2	AOT_V25_E004	DIRECT_FSCR		
AOT-LOC-25-007	V25	Ch100	page0072.jpeg	72			Wall breach, Carla, and Eren asking Reiner why.		AOT-FSCR-C015;AOT-FSCR-C017	AOT_05_REINER_BRAUN_ROLE_IDENTITY_GUILT_RECOGNITION_AND_SURVIVAL.md;AOT_16_RELATIONSHIPS_LOVE_LOYALTY_RECOGNITION_BETRAYAL_AND_NONPOSSESSION.md	CANONICAL_DEEP_READING_LOCATOR	P2	AOT_V25_E007	DIRECT_FSCR		
AOT-LOC-25-008	V25	Ch100	page0075.jpeg	75		敵と同じ屋根の下で / 敵と同じ飯を食った`; `海の外も壁の中も同じなんだ`.	Ch100 — Eren says crossing the sea let him live and eat among the people he once saw as enemies.		AOT-FSCR-C001	AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md	CANONICAL_DEEP_READING_LOCATOR	P2	AOT_V25_E008	DIRECT_FSCR		
AOT-LOC-25-015	V25	Ch100-101	page0093.jpeg	93			Willy consumed/killed; crowd/candidate blast aftermath and civilian casualties.		AOT-FSCR-C003;AOT-FSCR-C011;AOT-FSCR-C027	AOT_14_FREEDOM_AUTONOMY_PERSONHOOD_INHERITANCE_AND_RESPONSIBILITY.md;AOT_15_CHILDHOOD_HOME_FAMILY_ORDINARY_LIFE_AND_THE_FUTURE.md	CANONICAL_DEEP_READING_LOCATOR	P2	AOT_V25_E015	DIRECT_FSCR		
AOT-LOC-25-016	V25	Ch101	page0101.jpeg	101			War Hammer transformation and hardened weapon generation.			AOT_02_EREN_JAEGER_FREEDOM_DESIRE_CAUSALITY_AND_RESPONSIBILITY.md;AOT_03_MIKASA_ACKERMAN_LOVE_AGENCY_HOME_AND_MEMORY.md;AOT_05_REINER_BRAUN_ROLE_IDENTITY_GUILT_RECOGNITION_AND_SURVIVAL.md;AOT_09_104TH_WARRIORS_AND_GENERATIONAL_ENSEMBLE_BELONGING_BETRAYAL_AND_REPAIR.md	CANONICAL_DEEP_READING_LOCATOR	P2	AOT_V25_E016	VOLUME_SPECIALIST_ROUTE		
