speaker	target	matrix_status	audit_disposition	matrix_row_count	matrix_row_ids	matrix_pair_form	reverse_row_count	reverse_row_ids	profile_heading_declared	diagnostic_mentions_broad	diagnostic_mentions_direct_target_field	sample_diagnostic_ids	symmetry_state	notes
Grethe Wenzel	Annette Penrose	PRESENT	PRESENT_PRE_CMR7	1	86-CMR-RM-GRE-ANN-01	EXACT_DYADIC	1	86-CMR-RM-ANN-GRE-01	true	23	22	86-CMR-GRE-035;86-CMR-GRE-040;86-CMR-GRE-044;86-CMR-GRE-045;86-CMR-GRE-047;86-CMR-GRE-048;86-CMR-GRE-049;86-CMR-GRE-051;86-CMR-GRE-052;86-CMR-GRE-054;86-CMR-GRE-057;86-CMR-GRE-060	BIDIRECTIONAL	Independent or analytically decisive speaker-side matrix state is present.
Grethe Wenzel	Viktor Idinarohk / Vika	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	20	13	86-CMR-GRE-046;86-CMR-GRE-051;86-CMR-GRE-056;86-CMR-GRE-057;86-CMR-GRE-059;86-CMR-GRE-069;86-CMR-GRE-070;86-CMR-GRE-072;86-CMR-GRE-074;86-CMR-GRE-078;86-CMR-GRE-087;86-CMR-GRE-094	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Grethe Wenzel	Lerche	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	1	0	86-CMR-GRE-069	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Grethe Wenzel	Rito Oriya	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	3	0	86-CMR-GRE-040;86-CMR-GRE-078;86-CMR-GRE-134	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Grethe Wenzel	Erwin Marcel / Marcel	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			1	86-CMR-RM-MAR-GRE-01	false	8	5	86-CMR-GRE-073;86-CMR-GRE-074;86-CMR-GRE-078;86-CMR-GRE-100;86-CMR-GRE-112;86-CMR-GRE-119;86-CMR-GRE-148;86-CMR-GRE-154	ONE_DIRECTION_ONLY	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row. Reverse direction exists independently and does not authorize this direction.
Grethe Wenzel	Fido	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	4	0	86-CMR-GRE-008;86-CMR-GRE-074;86-CMR-GRE-091;86-CMR-GRE-151	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Annette Penrose	Frederica Rosenfort	PRESENT	PRESENT_PRE_CMR7	1	86-CMR-RM-ANN-FRE-01	EXACT_DYADIC	1	86-CMR-RM-FRE-ANN-01	true	19	19	86-CMR-ANN-031;86-CMR-ANN-032;86-CMR-ANN-040;86-CMR-ANN-042;86-CMR-ANN-057;86-CMR-ANN-058;86-CMR-ANN-062;86-CMR-ANN-063;86-CMR-ANN-064;86-CMR-ANN-073;86-CMR-ANN-089;86-CMR-ANN-090	BIDIRECTIONAL	Independent or analytically decisive speaker-side matrix state is present.
Annette Penrose	Shinei Nouzen	PRESENT	PRESENT_PRE_CMR7	3	86-CMR-RM-ANN-SHI-01;86-CMR-RM-ANN-SHI-02;86-CMR-RM-ANN-SHI-03	EXACT_DYADIC	2	86-CMR-RM-SHI-ANN-01;86-CMR-RM-SHI-ANN-02	true	93	92	86-CMR-ANN-015;86-CMR-ANN-018;86-CMR-ANN-020;86-CMR-ANN-021;86-CMR-ANN-023;86-CMR-ANN-024;86-CMR-ANN-026;86-CMR-ANN-027;86-CMR-ANN-028;86-CMR-ANN-029;86-CMR-ANN-030;86-CMR-ANN-031	BIDIRECTIONAL	Independent or analytically decisive speaker-side matrix state is present.
Annette Penrose	Vladilena Milizé	PRESENT	PRESENT_PRE_CMR7	4	86-CMR-RM-ANN-LEN-01;86-CMR-RM-ANN-LEN-02;86-CMR-RM-ANN-LEN-03;86-CMR-RM-ANN-LEN-04	EXACT_DYADIC	2	86-CMR-RM-LEN-ANN-01;86-CMR-RM-LEN-ANN-02	true	120	118	86-CMR-ANN-001;86-CMR-ANN-002;86-CMR-ANN-003;86-CMR-ANN-004;86-CMR-ANN-005;86-CMR-ANN-006;86-CMR-ANN-007;86-CMR-ANN-009;86-CMR-ANN-011;86-CMR-ANN-013;86-CMR-ANN-014;86-CMR-ANN-015	BIDIRECTIONAL	Independent or analytically decisive speaker-side matrix state is present.
Annette Penrose	Raiden Shuga	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	18	7	86-CMR-ANN-057;86-CMR-ANN-058;86-CMR-ANN-083;86-CMR-ANN-089;86-CMR-ANN-090;86-CMR-ANN-091;86-CMR-ANN-095;86-CMR-ANN-096;86-CMR-ANN-100;86-CMR-ANN-119;86-CMR-ANN-124;86-CMR-ANN-143	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Annette Penrose	Theoto Rikka	PRESENT	PRESENT_PRE_CMR7	4	86-CMR-RM-ANN-THE-01;86-CMR-RM-ANN-THE-02;86-CMR-RM-ANN-THE-03;86-CMR-RM-ANN-THE-04	EXACT_DYADIC	2	86-CMR-RM-THE-ANN-01;86-CMR-RM-THE-ANN-02	true	33	33	86-CMR-ANN-074;86-CMR-ANN-083;86-CMR-ANN-089;86-CMR-ANN-090;86-CMR-ANN-091;86-CMR-ANN-095;86-CMR-ANN-096;86-CMR-ANN-102;86-CMR-ANN-103;86-CMR-ANN-104;86-CMR-ANN-105;86-CMR-ANN-120	BIDIRECTIONAL	Independent or analytically decisive speaker-side matrix state is present.
Annette Penrose	Kurena Kukumila	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	11	2	86-CMR-ANN-058;86-CMR-ANN-073;86-CMR-ANN-089;86-CMR-ANN-090;86-CMR-ANN-091;86-CMR-ANN-096;86-CMR-ANN-100;86-CMR-ANN-135;86-CMR-ANN-144;86-CMR-ANN-149;86-CMR-ANN-176	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Annette Penrose	Anju Emma	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	12	5	86-CMR-ANN-024;86-CMR-ANN-073;86-CMR-ANN-089;86-CMR-ANN-090;86-CMR-ANN-091;86-CMR-ANN-096;86-CMR-ANN-100;86-CMR-ANN-117;86-CMR-ANN-123;86-CMR-ANN-144;86-CMR-ANN-149;86-CMR-ANN-176	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Annette Penrose	Shiden Iida	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	11	7	86-CMR-ANN-057;86-CMR-ANN-072;86-CMR-ANN-081;86-CMR-ANN-089;86-CMR-ANN-094;86-CMR-ANN-096;86-CMR-ANN-097;86-CMR-ANN-099;86-CMR-ANN-140;86-CMR-ANN-176;86-CMR-ANN-183	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Annette Penrose	Ernst Zimmermann	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	2	1	86-CMR-ANN-091;86-CMR-ANN-173	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Annette Penrose	Grethe Wenzel	PRESENT	PRESENT_PRE_CMR7	1	86-CMR-RM-ANN-GRE-01	EXACT_DYADIC	1	86-CMR-RM-GRE-ANN-01	true	21	15	86-CMR-ANN-022;86-CMR-ANN-023;86-CMR-ANN-054;86-CMR-ANN-056;86-CMR-ANN-057;86-CMR-ANN-058;86-CMR-ANN-060;86-CMR-ANN-062;86-CMR-ANN-063;86-CMR-ANN-073;86-CMR-ANN-076;86-CMR-ANN-090	BIDIRECTIONAL	Independent or analytically decisive speaker-side matrix state is present.
Annette Penrose	Viktor Idinarohk / Vika	PRESENT	PRESENT_PRE_CMR7	1	86-CMR-RM-ANN-VIK-01	EXACT_DYADIC	1	86-CMR-RM-VIK-ANN-01	true	18	16	86-CMR-ANN-057;86-CMR-ANN-061;86-CMR-ANN-062;86-CMR-ANN-070;86-CMR-ANN-071;86-CMR-ANN-076;86-CMR-ANN-079;86-CMR-ANN-089;86-CMR-ANN-090;86-CMR-ANN-091;86-CMR-ANN-093;86-CMR-ANN-096	BIDIRECTIONAL	Independent or analytically decisive speaker-side matrix state is present.
Annette Penrose	Lerche	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	1	0	86-CMR-ANN-076	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Annette Penrose	Rito Oriya	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	3	0	86-CMR-ANN-096;86-CMR-ANN-147;86-CMR-ANN-151	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Annette Penrose	Erwin Marcel / Marcel	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	7	0	86-CMR-ANN-083;86-CMR-ANN-089;86-CMR-ANN-090;86-CMR-ANN-096;86-CMR-ANN-123;86-CMR-ANN-160;86-CMR-ANN-175	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Annette Penrose	Fido	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	10	0	86-CMR-ANN-066;86-CMR-ANN-077;86-CMR-ANN-078;86-CMR-ANN-079;86-CMR-ANN-090;86-CMR-ANN-099;86-CMR-ANN-106;86-CMR-ANN-141;86-CMR-ANN-160;86-CMR-ANN-182	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Viktor Idinarohk / Vika	Frederica Rosenfort	PRESENT	PRESENT_PRE_CMR7	1	86-CMR-RM-VIK-FRE-01	EXACT_DYADIC	1	86-CMR-RM-FRE-VIK-01	true	26	24	86-CMR-VIK-009;86-CMR-VIK-013;86-CMR-VIK-020;86-CMR-VIK-027;86-CMR-VIK-032;86-CMR-VIK-036;86-CMR-VIK-056;86-CMR-VIK-067;86-CMR-VIK-071;86-CMR-VIK-090;86-CMR-VIK-101;86-CMR-VIK-102	BIDIRECTIONAL	Independent or analytically decisive speaker-side matrix state is present.
Viktor Idinarohk / Vika	Shinei Nouzen	PRESENT	PRESENT_PRE_CMR7	3	86-CMR-RM-VIK-SHI-01;86-CMR-RM-VIK-SHI-02;86-CMR-RM-VIK-SHI-03	EXACT_DYADIC	1	86-CMR-RM-SHI-VIK-01	true	109	108	86-CMR-VIK-007;86-CMR-VIK-008;86-CMR-VIK-009;86-CMR-VIK-010;86-CMR-VIK-011;86-CMR-VIK-013;86-CMR-VIK-014;86-CMR-VIK-015;86-CMR-VIK-019;86-CMR-VIK-020;86-CMR-VIK-021;86-CMR-VIK-022	BIDIRECTIONAL	Independent or analytically decisive speaker-side matrix state is present.
Viktor Idinarohk / Vika	Vladilena Milizé	PRESENT	PRESENT_PRE_CMR7	2	86-CMR-RM-VIK-LEN-01;86-CMR-RM-VIK-LEN-02	EXACT_DYADIC	1	86-CMR-RM-LEN-VIK-01	true	98	98	86-CMR-VIK-004;86-CMR-VIK-005;86-CMR-VIK-006;86-CMR-VIK-007;86-CMR-VIK-008;86-CMR-VIK-010;86-CMR-VIK-011;86-CMR-VIK-012;86-CMR-VIK-013;86-CMR-VIK-014;86-CMR-VIK-021;86-CMR-VIK-022	BIDIRECTIONAL	Independent or analytically decisive speaker-side matrix state is present.
Viktor Idinarohk / Vika	Raiden Shuga	PRESENT	ADDED_CMR7	1	86-CMR-RM-VIK-RAI-01	EXACT_DYADIC	1	86-CMR-RM-RAI-VIK-01	false	32	19	86-CMR-VIK-009;86-CMR-VIK-013;86-CMR-VIK-020;86-CMR-VIK-032;86-CMR-VIK-034;86-CMR-VIK-048;86-CMR-VIK-076;86-CMR-VIK-080;86-CMR-VIK-099;86-CMR-VIK-101;86-CMR-VIK-102;86-CMR-VIK-105	BIDIRECTIONAL	Independent or analytically decisive speaker-side matrix state is present.
Viktor Idinarohk / Vika	Theoto Rikka	PRESENT	ADDED_CMR7	1	86-CMR-RM-VIK-THE-01	EXACT_DYADIC	1	86-CMR-RM-THE-VIK-01	false	14	5	86-CMR-VIK-032;86-CMR-VIK-063;86-CMR-VIK-099;86-CMR-VIK-101;86-CMR-VIK-102;86-CMR-VIK-105;86-CMR-VIK-106;86-CMR-VIK-109;86-CMR-VIK-125;86-CMR-VIK-128;86-CMR-VIK-174;86-CMR-VIK-182	BIDIRECTIONAL	Independent or analytically decisive speaker-side matrix state is present.
Viktor Idinarohk / Vika	Kurena Kukumila	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	12	0	86-CMR-VIK-032;86-CMR-VIK-063;86-CMR-VIK-067;86-CMR-VIK-072;86-CMR-VIK-101;86-CMR-VIK-102;86-CMR-VIK-105;86-CMR-VIK-109;86-CMR-VIK-165;86-CMR-VIK-174;86-CMR-VIK-183;86-CMR-VIK-195	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Viktor Idinarohk / Vika	Anju Emma	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	14	0	86-CMR-VIK-032;86-CMR-VIK-034;86-CMR-VIK-063;86-CMR-VIK-067;86-CMR-VIK-072;86-CMR-VIK-101;86-CMR-VIK-102;86-CMR-VIK-105;86-CMR-VIK-109;86-CMR-VIK-150;86-CMR-VIK-160;86-CMR-VIK-174	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Viktor Idinarohk / Vika	Shiden Iida	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			1	86-CMR-RM-SHD-VIK-01	false	13	0	86-CMR-VIK-009;86-CMR-VIK-013;86-CMR-VIK-021;86-CMR-VIK-022;86-CMR-VIK-024;86-CMR-VIK-025;86-CMR-VIK-059;86-CMR-VIK-101;86-CMR-VIK-109;86-CMR-VIK-180;86-CMR-VIK-183;86-CMR-VIK-185	ONE_DIRECTION_ONLY	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row. Reverse direction exists independently and does not authorize this direction.
Viktor Idinarohk / Vika	Ernst Zimmermann	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	2	0	86-CMR-VIK-163;86-CMR-VIK-172	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Viktor Idinarohk / Vika	Grethe Wenzel	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	18	0	86-CMR-VIK-004;86-CMR-VIK-013;86-CMR-VIK-056;86-CMR-VIK-060;86-CMR-VIK-085;86-CMR-VIK-087;86-CMR-VIK-102;86-CMR-VIK-109;86-CMR-VIK-134;86-CMR-VIK-139;86-CMR-VIK-143;86-CMR-VIK-153	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Viktor Idinarohk / Vika	Annette Penrose	PRESENT	PRESENT_PRE_CMR7	1	86-CMR-RM-VIK-ANN-01	EXACT_DYADIC	1	86-CMR-RM-ANN-VIK-01	true	20	16	86-CMR-VIK-013;86-CMR-VIK-053;86-CMR-VIK-056;86-CMR-VIK-081;86-CMR-VIK-082;86-CMR-VIK-085;86-CMR-VIK-092;86-CMR-VIK-095;86-CMR-VIK-100;86-CMR-VIK-101;86-CMR-VIK-102;86-CMR-VIK-105	BIDIRECTIONAL	Independent or analytically decisive speaker-side matrix state is present.
Viktor Idinarohk / Vika	Lerche	PRESENT	PRESENT_PRE_CMR7	3	86-CMR-RM-VIK-LER-01;86-CMR-RM-VIK-LER-02;86-CMR-RM-VIK-LER-03	EXACT_DYADIC	4	86-CMR-RM-LER-VIK-01;86-CMR-RM-LER-VIK-02;86-CMR-RM-LER-VIK-03;86-CMR-RM-LER-VIK-04	true	53	53	86-CMR-VIK-007;86-CMR-VIK-008;86-CMR-VIK-010;86-CMR-VIK-021;86-CMR-VIK-022;86-CMR-VIK-024;86-CMR-VIK-025;86-CMR-VIK-027;86-CMR-VIK-028;86-CMR-VIK-029;86-CMR-VIK-031;86-CMR-VIK-034	BIDIRECTIONAL	Independent or analytically decisive speaker-side matrix state is present.
Viktor Idinarohk / Vika	Rito Oriya	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	3	0	86-CMR-VIK-077;86-CMR-VIK-109;86-CMR-VIK-195	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Viktor Idinarohk / Vika	Erwin Marcel / Marcel	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			1	86-CMR-RM-MAR-VIK-01	false	11	0	86-CMR-VIK-067;86-CMR-VIK-099;86-CMR-VIK-101;86-CMR-VIK-102;86-CMR-VIK-108;86-CMR-VIK-109;86-CMR-VIK-127;86-CMR-VIK-128;86-CMR-VIK-136;86-CMR-VIK-160;86-CMR-VIK-195	ONE_DIRECTION_ONLY	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row. Reverse direction exists independently and does not authorize this direction.
Viktor Idinarohk / Vika	Fido	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	8	0	86-CMR-VIK-050;86-CMR-VIK-077;86-CMR-VIK-094;86-CMR-VIK-100;86-CMR-VIK-102;86-CMR-VIK-164;86-CMR-VIK-176;86-CMR-VIK-177	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Lerche	Frederica Rosenfort	PRESENT	PRESENT_PRE_CMR7	1	86-CMR-RM-LER-FRE-01	EXACT_DYADIC	0		true	14	13	86-CMR-LER-007;86-CMR-LER-012;86-CMR-LER-019;86-CMR-LER-021;86-CMR-LER-066;86-CMR-LER-099;86-CMR-LER-100;86-CMR-LER-116;86-CMR-LER-117;86-CMR-LER-118;86-CMR-LER-119;86-CMR-LER-138	ONE_DIRECTION_ONLY	Independent or analytically decisive speaker-side matrix state is present.
Lerche	Shinei Nouzen	PRESENT	PRESENT_PRE_CMR7	3	86-CMR-RM-LER-SHI-01;86-CMR-RM-LER-SHI-02;86-CMR-RM-LER-SHI-03	EXACT_DYADIC	1	86-CMR-RM-SHI-LER-01	true	85	80	86-CMR-LER-002;86-CMR-LER-003;86-CMR-LER-004;86-CMR-LER-007;86-CMR-LER-008;86-CMR-LER-009;86-CMR-LER-012;86-CMR-LER-013;86-CMR-LER-014;86-CMR-LER-016;86-CMR-LER-017;86-CMR-LER-018	BIDIRECTIONAL	Independent or analytically decisive speaker-side matrix state is present.
Lerche	Vladilena Milizé	PRESENT	PRESENT_PRE_CMR7	1	86-CMR-RM-LER-LEN-01	EXACT_DYADIC	0		true	39	39	86-CMR-LER-003;86-CMR-LER-004;86-CMR-LER-006;86-CMR-LER-007;86-CMR-LER-008;86-CMR-LER-009;86-CMR-LER-010;86-CMR-LER-011;86-CMR-LER-018;86-CMR-LER-019;86-CMR-LER-038;86-CMR-LER-054	ONE_DIRECTION_ONLY	Independent or analytically decisive speaker-side matrix state is present.
Lerche	Raiden Shuga	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	17	0	86-CMR-LER-007;86-CMR-LER-013;86-CMR-LER-017;86-CMR-LER-018;86-CMR-LER-066;86-CMR-LER-078;86-CMR-LER-096;86-CMR-LER-114;86-CMR-LER-134;86-CMR-LER-135;86-CMR-LER-136;86-CMR-LER-138	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Lerche	Theoto Rikka	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	5	0	86-CMR-LER-013;86-CMR-LER-096;86-CMR-LER-111;86-CMR-LER-112;86-CMR-LER-114	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Lerche	Kurena Kukumila	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	15	0	86-CMR-LER-013;86-CMR-LER-014;86-CMR-LER-017;86-CMR-LER-097;86-CMR-LER-098;86-CMR-LER-107;86-CMR-LER-108;86-CMR-LER-114;86-CMR-LER-128;86-CMR-LER-129;86-CMR-LER-141;86-CMR-LER-142	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Lerche	Anju Emma	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	12	0	86-CMR-LER-013;86-CMR-LER-018;86-CMR-LER-107;86-CMR-LER-114;86-CMR-LER-121;86-CMR-LER-128;86-CMR-LER-129;86-CMR-LER-141;86-CMR-LER-142;86-CMR-LER-149;86-CMR-LER-150;86-CMR-LER-152	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Lerche	Shiden Iida	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	8	0	86-CMR-LER-007;86-CMR-LER-009;86-CMR-LER-010;86-CMR-LER-011;86-CMR-LER-089;86-CMR-LER-090;86-CMR-LER-152;86-CMR-LER-162	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Lerche	Ernst Zimmermann	ABSENT_NO_WARRANT	NO_INDEPENDENT_REGISTER	0			0		false	0	0		NO_DIRECTION	No independent directed register is established at the locked source boundary.
Lerche	Grethe Wenzel	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	5	0	86-CMR-LER-105;86-CMR-LER-120;86-CMR-LER-131;86-CMR-LER-141;86-CMR-LER-142	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Lerche	Annette Penrose	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	2	0	86-CMR-LER-083;86-CMR-LER-140	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Lerche	Viktor Idinarohk / Vika	PRESENT	PRESENT_PRE_CMR7	4	86-CMR-RM-LER-VIK-01;86-CMR-RM-LER-VIK-02;86-CMR-RM-LER-VIK-03;86-CMR-RM-LER-VIK-04	EXACT_DYADIC	3	86-CMR-RM-VIK-LER-01;86-CMR-RM-VIK-LER-02;86-CMR-RM-VIK-LER-03	true	83	83	86-CMR-LER-002;86-CMR-LER-003;86-CMR-LER-004;86-CMR-LER-005;86-CMR-LER-006;86-CMR-LER-008;86-CMR-LER-009;86-CMR-LER-010;86-CMR-LER-011;86-CMR-LER-012;86-CMR-LER-013;86-CMR-LER-015	BIDIRECTIONAL	Independent or analytically decisive speaker-side matrix state is present.
Lerche	Rito Oriya	PRESENT	PRESENT_PRE_CMR7	2	86-CMR-RM-LER-RIT-01;86-CMR-RM-LER-RIT-02	EXACT_DYADIC	1	86-CMR-RM-RIT-LER-01	true	13	13	86-CMR-LER-089;86-CMR-LER-125;86-CMR-LER-134;86-CMR-LER-135;86-CMR-LER-141;86-CMR-LER-142;86-CMR-LER-143;86-CMR-LER-146;86-CMR-LER-147;86-CMR-LER-154;86-CMR-LER-155;86-CMR-LER-156	BIDIRECTIONAL	Independent or analytically decisive speaker-side matrix state is present.
Lerche	Erwin Marcel / Marcel	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	8	0	86-CMR-LER-019;86-CMR-LER-096;86-CMR-LER-097;86-CMR-LER-098;86-CMR-LER-106;86-CMR-LER-108;86-CMR-LER-141;86-CMR-LER-142	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Lerche	Fido	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	4	0	86-CMR-LER-056;86-CMR-LER-134;86-CMR-LER-135;86-CMR-LER-136	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Rito Oriya	Frederica Rosenfort	ABSENT_ADJUDICATED	RETAIN_COLLECTIVE_OR_INCIDENTAL	0			0		false	13	0	86-CMR-RIT-003;86-CMR-RIT-038;86-CMR-RIT-057;86-CMR-RIT-080;86-CMR-RIT-081;86-CMR-RIT-098;86-CMR-RIT-099;86-CMR-RIT-103;86-CMR-RIT-104;86-CMR-RIT-105;86-CMR-RIT-136;86-CMR-RIT-137	NO_DIRECTION	Candidate evidence was reviewed but remains collective, incidental, role-level, focalized through another subject or too narrow for an independent row.
Rito Oriya	Shinei Nouzen	PRESENT	PRESENT_PRE_CMR7	2	86-CMR-RM-RIT-SHI-01;86-CMR-RM-RIT-SHI-02	EXACT_DYADIC	1	86-CMR-RM-SHI-RIT-01	true	88	79	86-CMR-RIT-001;86-CMR-RIT-002;86-CMR-RIT-003;86-CMR-RIT-004;86-CMR-RIT-005;86-CMR-RIT-006;86-CMR-RIT-011;86-CMR-RIT-014;86-CMR-RIT-016;86-CMR-RIT-018;86-CMR-RIT-022;86-CMR-RIT-023	BIDIRECTIONAL	Independent or analytically decisive speaker-side matrix state is present.
Rito Oriya	Vladilena Milizé	PRESENT	ADDED_CMR7	1	86-CMR-RM-RIT-LEN-01	EXACT_DYADIC	1	86-CMR-RM-LEN-RIT-01	false	38	8	86-CMR-RIT-003;86-CMR-RIT-004;86-CMR-RIT-005;86-CMR-RIT-006;86-CMR-RIT-013;86-CMR-RIT-017;86-CMR-RIT-021;86-CMR-RIT-034;86-CMR-RIT-039;86-CMR-RIT-040;86-CMR-RIT-045;86-CMR-RIT-047	BIDIRECTIONAL	Independent or analytically decisive speaker-side matrix state is present.
Rito Oriya	Raiden Shuga	PRESENT	PRESENT_PRE_CMR7	1	86-CMR-RM-RIT-RAI-01	EXACT_DYADIC	2	86-CMR-RM-RAI-RIT-01;86-CMR-RM-RAI-RIT-02	true	53	11	86-CMR-RIT-001;86-CMR-RIT-004;86-CMR-RIT-009;86-CMR-RIT-011;86-CMR-RIT-014;86-CMR-RIT-022;86-CMR-RIT-029;86-CMR-RIT-033;86-CMR-RIT-035;86-CMR-RIT-038;86-CMR-RIT-041;86-CMR-RIT-042	BIDIRECTIONAL	Independent or analytically decisive speaker-side matrix state is present.
