locator,spine_ordinal,printed_page,image_member,image_sha256,review_method,reviewer,disposition,content_summary,evidence_ids,reason,uncertainties
UA:s0110,110,110,OPS/images/08_880719_880264_1_110_002.jpg,a16c0867119fe9026c79bc341a1de332a4d1ce6465c65257b444c5c06938590e,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Thirteen rescue specialist/gentle speech; unknown body-shape rumor; Feb3/180/A/Tanegashima,museums/nature documentaries,long support/capture,B/D/B/B/A; Ochako admiration and rescue aspiration.",SUP-UA-110-01; SUP-UA-110-02,Preferences expand ordinary characterization; student's rescue aspiration coexists with economic motives and unknown physical details remain rumors.,"Supposed slim body based on ankles is explicitly rumor, not established anatomy."
UA:s0111,111,111,OPS/images/08_880719_880264_1_111_001.jpg,0774cb1a627a2ab11b27deb159c336517abdb2459aa81fdc7e40e93a7fa9385c,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Thirteen Black Hole suction/disintegration, USJ creator/administrator and rescue ethic; Snipe credits endurance until help and limited student harm, using 彼.",SUP-UA-111-01,Attributed professional praise and pronoun/source wording must remain bounded; capability marketing is not unlimited physics or a new performance test.,"Exact causal contribution to limiting USJ injury is Snipe's appraisal; no new action shown.; Snipe's 彼 wording needs cross-source pronoun/identity review, not automatic gender assignment."
UA:s0112,112,112,OPS/images/08_880719_880264_1_112_002.jpg,30b74d85fa163e54f124ab3a728b7977c59befbcf3f886eb72a4e219dc8198d8,Original extracted image viewed with view_image(detail=original); all meaningful visible text and visual relationships read; no OCR substitution,models,REVIEWED_MATERIAL,"Present Mic radio-DJ/voice profile, July7/185/B/Tokyo,radio/TV,long-range blast,C/D/B/A/A; Jiro admits narrow exam win depended on Koda and wants to improve.",SUP-UA-112-01; SUP-UA-112-02,Preference plus peer-credit/self-assessment provide ordinary and conditional texture; repeated same-exam evidence remains dependent.,
UA:s0113,113,113,OPS/images/08_880719_880264_1_113_001.jpg,00bd4e7237a91f9ed676f64f8f241ceb3f703feee65a9ecfe8adb28a61037354,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,Present Mic: Voice mechanics and birth anecdote; school announcer/radio DJ work; Eraser Head's irritated appraisal.,SUP-UA-113-01; SUP-UA-113-02,Birth anecdote is editorial hearsay phrasing; Aizawa's assessment is fictional speaker testimony.,
UA:s0114,114,114,OPS/images/08_880719_880264_1_114_001.jpg,cf37b19d7ba614b4ab154a2742b9acef27c40ad8fc129608627d0a046f8b97cb,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,"Cementoss profile and ratings; calm disposition, preferences, combat maxim; Sato recalls discouraging exam walls.",SUP-UA-114-01; SUP-UA-114-02,"Ratings retained as guidebook schema, not numerical psychological truth.",
UA:s0115,115,115,OPS/images/08_880719_880264_1_115_001.jpg,b937c85e9b6c4beee3f1179040da93d2f1a58841f064af970363e1e2a73f353d,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,Cementoss environmental Quirk limit; exam pressure and USJ safety/All Might concealment; Midnight calls him good but sometimes dark and hard to read.,SUP-UA-115-01; SUP-UA-115-02,Manga panels and editorial gloss are dependent evidence; peer impression is distinct.,
UA:s0116,116,116,OPS/images/08_880719_880264_1_116_002.jpg,d319df74ebfe896aafcc4ed42ef5f8e201526de8bad17db6f7a47eb56152dd76,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,"Nezu profile, preference for brushing, tactical role and high intellect; scar speculation; Tsukauchi's respectful assessment.",SUP-UA-116-01; SUP-UA-116-02,"Preferred EPUB revises the large species joke from older CBZ. Scar-villain connection is interrogative speculation, not established fact.",
UA:s0117,117,117,OPS/images/08_880719_880264_1_117_001.jpg,d7990e4387827717946225f5dab3959fccbd04531fd7d5d9a318c41b8d0ed5ac,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,Nezu High Spec and exam cruelty; flexible curriculum/police cooperation; Recovery Girl acknowledges abuse history while refusing its disclosure.,SUP-UA-117-01; SUP-UA-117-02,Fictional appraisals retain named speakers; editorial rhetoric and reproduced manga are not independent direct testimony.,
UA:s0118,118,118,OPS/images/08_880719_880264_1_118_001.jpg,a9a0f2d27315a2bbe6ed170c40448fd3bced60ab247491c31edb006ed7f71f9a,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,"Endeavor profile, kudzu-mochi preference, No. 2 rivalry and demand on Shoto; Shoto reports reduced hatred without liking him.",SUP-UA-118-01; SUP-UA-118-02,Fictional appraisals retain named speakers; editorial rhetoric and reproduced manga are not independent direct testimony.,
UA:s0119,119,119,OPS/images/08_880719_880264_1_119_001.jpg,93ce61ca23fe827e4afeca05862b88698fc756c5507be0c2356831c187a3b52a,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,Endeavor power and tactical competence with incident-resolution record; All Might's desire for ordinary conversation.,SUP-UA-119-01; SUP-UA-119-02,Fictional appraisals retain named speakers; editorial rhetoric and reproduced manga are not independent direct testimony.,
UA:s0120,120,120,OPS/images/08_880719_880264_1_120_001.jpg,dffcbaa620e93576118cba5bc54d190849c53309dd4867bf6de1c96ac3898319,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,"Gran Torino profile, taiyaki and napping, one-year U.A. teaching history, hit-and-away style; Midoriya's gratitude for technique instruction.",SUP-UA-120-01,Fictional appraisals retain named speakers; editorial rhetoric and reproduced manga are not independent direct testimony.,
UA:s0121,121,121,OPS/images/08_880719_880264_1_121_001.jpg,4fab52269202e075ec3df18fa0defad35abf1324ac53051a15f83ec82d2d05cc,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,Gran Torino's breath-based Jet and age-related exertion limit; efficient veteran teaching; All Might fears old personal stories being shared.,SUP-UA-121-01; SUP-UA-121-02,Fictional appraisals retain named speakers; editorial rhetoric and reproduced manga are not independent direct testimony.,
UA:s0122,122,122,OPS/images/08_880719_880264_1_122_002.jpg,bfb25ab9ae205a6efd8b44abbd91161ee40174cd8184f5e1edc233e33cece735,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,"Recovery Girl profile, enjoyment of sweets and distributing them, school health role; Midoriya expresses gratitude and need to become sturdier.",SUP-UA-122-01,Fictional appraisals retain named speakers; editorial rhetoric and reproduced manga are not independent direct testimony.,
UA:s0123,123,123,OPS/images/08_880719_880264_1_123_001.jpg,70553262b5bca544440d287eef15bd2a051d5a3585a679c6b3bb75c39d46883f,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,Healing accelerates patient's recovery at stamina cost; surgical-memory and shadow-ruler jokes; behind-the-scenes school support; All Might recalls candy.,SUP-UA-123-01; SUP-UA-123-02,Fictional appraisals retain named speakers; editorial rhetoric and reproduced manga are not independent direct testimony.,
UA:s0124,124,124,OPS/images/08_880719_880264_1_124_001.jpg,632df09e88894aefd32054f65dca0baa8d4552847009ca1e77cd692318cacecc,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,"Mandalay: tactical coordinator, napping preference, bereaved cousin's child Kota in her care; telepathic contact and distraction; Kota's tentative new understanding.",SUP-UA-124-01; SUP-UA-124-02,Fictional appraisals retain named speakers; editorial rhetoric and reproduced manga are not independent direct testimony.,
UA:s0125,125,125,OPS/images/08_880719_880264_1_125_001.jpg,03ccb7d0f3b2b1858bdb2cc097c4de14eb19f47f58d0ed9938cb2d4de2fda2fa,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,"Pixie-Bob: age/marriage anxiety, cats, earth-control utility; Tiger wishes her a partner but objects to targeting high-school students.",SUP-UA-125-01,Fictional appraisals retain named speakers; editorial rhetoric and reproduced manga are not independent direct testimony.,
UA:s0126,126,126,OPS/images/08_880719_880264_1_126_002.jpg,b5e8746f8a841e52c5bcb3e86d481c2a99b9ac88a0553fe92c9d893d47116b63,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,"Tiger: physical instructor, soft-body martial art; revised profile likes members; Pixie-Bob describes considerate kindness beneath imposing appearance.",SUP-UA-126-01,EPUB profile differs materially from older CBZ: birthday/height/preference. Do not harmonize edition changes into biography.,
UA:s0127,127,127,OPS/images/08_880719_880264_1_127_002.jpg,17e9a8afb1c60d27c7d47ac5a0a4cdd71a792b1f17025f84a264e831088b2c0b,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,"Ragdoll: morale and information support, likes named teammates, Search limit up to 100; Mandalay is puzzled by her dialect-like speech.",SUP-UA-127-01,Fictional appraisals retain named speakers; editorial rhetoric and reproduced manga are not independent direct testimony.,
UA:s0128,128,128,OPS/images/08_880719_880264_1_128_001.jpg,1e04fab9a86adb96d4600e3f95125ac5bb435e41aa3edcf9d57033f0711c4238,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,"Snipe: third-year teacher, sausage/hat preferences, rescue shooting; Nezu praises individual student engagement and trustworthiness.",SUP-UA-128-01; SUP-UA-128-02,Fictional appraisals retain named speakers; editorial rhetoric and reproduced manga are not independent direct testimony.,
UA:s0129,129,129,OPS/images/08_880719_880264_1_129_001.jpg,ef346bc69c32934115c01d39e75aa62ac7e5d440184c192174478e6aaac663de,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,"Ectoplasm: karaoke, unusual speech, clone instruction; Recovery Girl's qualified praise of a difficult but principled teacher.",SUP-UA-129-01,"Preferences remain low-stakes facts; introductory promotional rhetoric, hypothetical anecdotes and named comments retain their attribution.",
UA:s0130,130,130,OPS/images/08_880719_880264_1_130_002.jpg,6a460fba79e2e3cb05d70b23249b95fa9ed5899723986120eebb0c5bbd4fa9ac,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,"Power Loader: cars, school foundation/repair labor and traps; Vlad King: tomatoes/cheese, heated Class B rivalry and blood restraint.",SUP-UA-130-01; SUP-UA-130-02,"Preferences remain low-stakes facts; introductory promotional rhetoric, hypothetical anecdotes and named comments retain their attribution.",
UA:s0131,131,131,OPS/images/08_880719_880264_1_131_001.jpg,c92cac04f47e2cc01c361f0a7270e8dec96662fbb9ed61e9e416889fc2512eb1,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,"Lunch Rush: rice, cooking versatility and weak dishwashing, tailored student meals; Manual: averages/houseplants and unspectacular patrol work.",SUP-UA-131-01; SUP-UA-131-02,"Preferences remain low-stakes facts; introductory promotional rhetoric, hypothetical anecdotes and named comments retain their attribution.",
UA:s0132,132,132,OPS/images/08_880719_880264_1_132_001.jpg,3caa784ae002885d4dc17aabc1c0d0bf3f4dc531d00620537ac25871dca5b92f,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,"Best Jeanist: wolves, fashion honors and grooming technique; Fourth Kind: swords, duty/human feeling and child-facing puppetry anecdote.",SUP-UA-132-01; SUP-UA-132-02,"Preferences remain low-stakes facts; introductory promotional rhetoric, hypothetical anecdotes and named comments retain their attribution.",
UA:s0133,133,133,OPS/images/08_880719_880264_1_133_001.jpg,37c73551e8a79b4d0faf8fa3564d31ee145787d6505891fd9eb323d39c1a4c54,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,"Gunhead: skincare, sensitive/cute register and close combat; Uwabami: alcohol, advertising career and speculative zoo history.",SUP-UA-133-01; SUP-UA-133-02,"Preferences remain low-stakes facts; introductory promotional rhetoric, hypothetical anecdotes and named comments retain their attribution.",
UA:s0134,134,134,OPS/images/08_880719_880264_1_134_001.jpg,c1d552f8b55040caf577bb23d5ca15a5c44536d45b188b2cfe392a2afb6d5dc7,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,"Mt. Lady: peaches, attention and size restrictions; comic office destruction/rebuilding; Kamui's denial of relationship rumor.",SUP-UA-134-01; SUP-UA-134-02,"Preferences remain low-stakes facts; introductory promotional rhetoric, hypothetical anecdotes and named comments retain their attribution.",
UA:s0135,135,135,OPS/images/08_880719_880264_1_135_001.jpg,65f5a6149341262067cdb70ff72b5dfa7853546e7f2a562d56686c805f61a4de,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,"Kamui Woods: forest bathing, reserve, capture/rescue and fire weakness; Ibara entertains future work under him.",SUP-UA-135-01,"Preferences remain low-stakes facts; introductory promotional rhetoric, hypothetical anecdotes and named comments retain their attribution.",
UA:s0136,136,136,OPS/images/08_880719_880264_1_136_001.jpg,9557c0b06fb8b563655a3b82e1d6c178e60dd8825ccd1d94ac7c0bd617f38cb6,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,"Death Arms: martial-arts spectatorship, security and manual labor; Backdraft: bathing, fire/disaster rescue and emergency water supply.",SUP-UA-136-01; SUP-UA-136-02,"Preferences remain low-stakes facts; introductory promotional rhetoric, hypothetical anecdotes and named comments retain their attribution.",
UA:s0137,137,137,OPS/images/08_880719_880264_1_137_001.jpg,80cd16317fba7c55a681aed47de3b56097aa442aca1cef1bcca3098bfab28cba,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,"Ingenium, Air Jet, Native and Water Hose short profiles, with Tenya/Hatsume/Shoto/Mandalay attributed comments.",SUP-UA-137-01; SUP-UA-137-02; SUP-UA-137-03; SUP-UA-137-04,Fan scrapbook and family captions are editorial supplementary framing; manga panels remain source-dependent.,
UA:s0138,138,138,OPS/images/08_880719_880264_1_138_001.jpg,62e6d6d943824a0b8f4b61cd948de32dde14d0bbffffeefb542aaec8cc55696c,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,Expanded citizen-voice photo scrapbook: Mt. Lady fans frame U.A. staff and festival spectators; unidentified hero/Quirk limits and Shinso praise.,SUP-UA-138-01,Fan scrapbook and family captions are editorial supplementary framing; manga panels remain source-dependent.,
UA:s0139,139,139,OPS/images/08_880719_880264_1_139_001.jpg,083b40a85740a5990ed46ef746c8d9a702a92d5bd5c0182ea03526c102cbf18c,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,"Fan-photo scrapbook of Hosu rescuers, possible Endeavor sidekicks and Nomu capture; comic fan desire and uncertain identifications.",SUP-UA-139-01,Fan scrapbook and family captions are editorial supplementary framing; manga panels remain source-dependent.,
UA:s0140,140,140,OPS/images/08_880719_880264_1_140_001.jpg,032ac109b5bad9844c75c0f430e41ce540e1600080b0304809251b8d37a71559,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,"Todoroki family column: mother's marriage/injury history, Fuyumi's teaching motive, four-child order and qualified early non-Shoto-training claim.",SUP-UA-140-01; SUP-UA-140-02,Fan scrapbook and family captions are editorial supplementary framing; manga panels remain source-dependent.,
UA:s0141,141,,OPS/images/08_880719_880264_1_141_001.jpg,8034646692eff59d0761536410ca77a3c85fea91b249a0aa57f23a7e797ab53b,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,Villain section divider frames selected figures as recent threats to citizens requiring special caution.,SUP-UA-141-01,Villain section uses report/danger-file framing and many explicit unknowns; later knowledge must not fill these silently.,
UA:s0142,142,142,OPS/images/08_880719_880264_1_142_001.jpg,5a276ae728f7925d3b6429361b920f248b8ac79562a0e407f541ba7cc93f3f5a,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,"Early Shigaraki danger dossier: cruelty/frustration, unknown biographical fields, uncertain Decay conditions.",SUP-UA-142-01,Villain section uses report/danger-file framing and many explicit unknowns; later knowledge must not fill these silently.,
UA:s0143,143,143,OPS/images/08_880719_880264_1_143_001.jpg,73eeced4eb48a0673035f811741e8b5ac821b5b1fdcb9d57a60298ff61e2fb08,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,USJ/Hosu incident-file account; Aizawa reports Shigaraki rapidly detecting his weakness and criticizes his own mistake.,SUP-UA-143-01,Villain section uses report/danger-file framing and many explicit unknowns; later knowledge must not fill these silently.,
UA:s0144,144,144,OPS/images/08_880719_880264_1_144_002.jpg,86447f5871378f3a1c50680ea04e9a5ea76a859ec62a0a0a1adf4517180a3128,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,"Early Nomu profile: modified humans, varied multiple Quirks, damaged-head/intelligence hypothesis, three ratings.",SUP-UA-144-01,Villain section uses report/danger-file framing and many explicit unknowns; later knowledge must not fill these silently.,
UA:s0145,145,145,OPS/images/08_880719_880264_1_145_001.jpg,eef8e5fd63b348d2f64bfbb4cc6dd4d263b75547cc78a1caf68c44c98bc68e97,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,"USJ/Hosu Nomu incident files, unexplained Midoriya abduction target; Endeavor credits elderly help and cautions about multiple Quirks.",SUP-UA-145-01; SUP-UA-145-02,Villain section uses report/danger-file framing and many explicit unknowns; later knowledge must not fill these silently.,
UA:s0146,146,146,OPS/images/08_880719_880264_1_146_001.jpg,38e9bffc35424207b9a2e493d2797d7eb7d5ce3b16f1116b633c82a3da17829e,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,Stain profile: ideological killing of heroes and criminals; uncertain League link; blood-type-dependent paralysis.,SUP-UA-146-01,Villain section uses report/danger-file framing and many explicit unknowns; later knowledge must not fill these silently.,
UA:s0147,147,147,OPS/images/08_880719_880264_1_147_001.jpg,9d3d3bbd47e02fae8bb7fb42b815e327316a3ab0fd6cd50c4c9b365d94dc9231,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,"Stain's claimed social purification, 17 hero murders and reduced local crime; All Might inspiration and media circulation; Native's fear.",SUP-UA-147-01; SUP-UA-147-02,Villain section uses report/danger-file framing and many explicit unknowns; later knowledge must not fill these silently.,
UA:s0148,148,148,OPS/images/08_880719_880264_1_148_001.jpg,d1146d21a4930ecfa822c503b78d867eae31759f00083d2222e561c35b0f4926,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,"All For One provisional-name dossier: power through taking/giving Quirks, rivalry with All Might, unknown conditions and profile data.",SUP-UA-148-01,Villain section uses report/danger-file framing and many explicit unknowns; later knowledge must not fill these silently.,
UA:s0149,149,149,OPS/images/08_880719_880264_1_149_001.jpg,98e353c62fc4d88bd2d93f366d17c0bf97a220eedcfe35d5f3a5eabe617e81dd,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,All For One/One For All origin through brother conflict; anti-aging and survival; unnamed Doctor's treatment and joint Nomu creation.,SUP-UA-149-01; SUP-UA-149-02,"Early investigation-file state: distinguish reported motive, explicit unknowns and conjectured mechanisms from later manga/guidebook knowledge.",
UA:s0150,150,150,OPS/images/08_880719_880264_1_150_001.jpg,100d6c5f18e9efbcde32db354cfd807dd2a6aaca1a509b5a8048c0beecb2a2da,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,Kurogiri's calm gentlemanly oversight of Shigaraki; logistics/support and deadly warp use; unknown personal data.,SUP-UA-150-01,"Early investigation-file state: distinguish reported motive, explicit unknowns and conjectured mechanisms from later manga/guidebook knowledge.",
UA:s0151,151,151,OPS/images/08_880719_880264_1_151_001.jpg,eccdb7072d071ca5a21e32cef4ef3d7efe97fea180ccbdad6ee2e9d39c05c845,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,"Dabi's reported Stain inspiration, Vanguard command and high-heat attack; all private biography withheld.",SUP-UA-151-01,"Early investigation-file state: distinguish reported motive, explicit unknowns and conjectured mechanisms from later manga/guidebook knowledge.",
UA:s0152,152,152,OPS/images/08_880719_880264_1_152_002.jpg,5afb32ff880870abd8d3538aab7067ad4e9af59df39a785e77eec84c52b4e331,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,"Toga's love/violence conjunction, suspected blood-loss murders, camp blood collection, unknown Quirk purpose.",SUP-UA-152-01; SUP-UA-152-02,"Early investigation-file state: distinguish reported motive, explicit unknowns and conjectured mechanisms from later manga/guidebook knowledge.",
UA:s0153,153,153,OPS/images/08_880719_880264_1_153_002.jpg,77db2adce3f589b514d6a91f311eaa6807ca8ed9fb4ec383b8b10bf3f702a0ce,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,"Muscular wants unrestricted Quirk use/killing, changes prosthetic eyes with mood, escalates against strong Midoriya; body-fiber control.",SUP-UA-153-01,"Early investigation-file state: distinguish reported motive, explicit unknowns and conjectured mechanisms from later manga/guidebook knowledge.",
UA:s0154,154,154,OPS/images/08_880719_880264_1_154_001.jpg,cf872826e4b8508bef83952e409283b3119f5c91283581f7d7a6c0451c2006f2,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,"Magne's combat observation and camp encounter, presumed magnetism and unarmed weakness; early gendered editorial vocabulary.",SUP-UA-154-01,"Early investigation-file state: distinguish reported motive, explicit unknowns and conjectured mechanisms from later manga/guidebook knowledge.",
UA:s0155,155,155,OPS/images/08_880719_880264_1_155_001.jpg,0c0aef3c33695c1387a635f30110dff6e4e4dc92ff79f370b824dca85059c50b,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,Spinner's Stain allegiance and divergent target selection; Iida target conjecture and sword-as-Quirk speculation.,SUP-UA-155-01,"Early investigation-file state: distinguish reported motive, explicit unknowns and conjectured mechanisms from later manga/guidebook knowledge.",
UA:s0156,156,156,OPS/images/08_880719_880264_1_156_001.jpg,7dac0b0cd2fc4c82591e76f2c7524c83586832ce8d1417a4173c2af5a1d432e9,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,"Mustard gas/firearm assault, unpaired action; inferred U.A. grudge and gas turbulence; composition unresolved.",SUP-UA-156-01,"Early investigation-file state: distinguish reported motive, explicit unknowns and conjectured mechanisms from later manga/guidebook knowledge.",
UA:s0157,157,157,OPS/images/08_880719_880264_1_157_001.jpg,79802c706c99b6184c91ea5b022742b81605747fec306cf436b0f6289fad5a10,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,"Moonfish: escaped death-row prisoner, flesh-directed sadistic excitement, blade teeth movement and camp defeat by Dark Shadow.",SUP-UA-157-01,"Source labels, tentative mechanics and editorial versus fictional speaker frames retained; no whole-page readability failure.",
UA:s0158,158,158,OPS/images/08_880719_880264_1_158_002.jpg,d84de51b1d91bf529461a85b474bbcc6769ff758f07fcd59dcddddd5c2d79000,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,"Twice: contradictory/light register and inferred clone equivalence; Mr. Compress: stage persona, mysterious spheres and abduction rhetoric.",SUP-UA-158-01; SUP-UA-158-02,"Source labels, tentative mechanics and editorial versus fictional speaker frames retained; no whole-page readability failure.",
UA:s0159,159,159,OPS/images/08_880719_880264_1_159_002.jpg,6046311b2c012dae065441bbfc6658361d17d4f0f99a4c1447f7b6129defb2dd,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,Broker Giran's Stain-stimulated return/recruitment; sludge/giant/Trapezius short cases; revised labels and numbering.,SUP-UA-159-01; SUP-UA-159-02,"Source labels, tentative mechanics and editorial versus fictional speaker frames retained; no whole-page readability failure.",
UA:s0160,160,160,OPS/images/08_880719_880264_1_160_001.jpg,24bc2f2e4a785ecad1abdb369bc625285ba69079c3fa8b4d763e979f144f3861,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,"Tsukauchi-signed USJ observational/activity/damage report begins; central-plaza incursions, mutation types and long-range threats.",SUP-UA-160-01,"Fictional report explicitly signed by Tsukauchi on s0160; reconstructed from manga, not a new independent event.",
UA:s0161,161,161,OPS/images/08_880719_880264_1_161_001.jpg,2b38d00516cc282abd4a733cb5d7bf40033a15877fe3e6d39fca9161547a2dce,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,"Signed report continuation: water/mountain zones, student-team credit, communications interference and 72 arrests.",SUP-UA-161-01,"Fictional report explicitly signed by Tsukauchi on s0160; reconstructed from manga, not a new independent event.",
UA:s0162,162,162,OPS/images/08_880719_880264_1_162_001.jpg,efb30e29cbce34b0dec2038b3460063e3737909187af208847e98fb02ed841ce,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,Editorial police column: Tamakawa's diligence/left-handedness/trust; Tsukauchi's old friendship and profiling; Tsuragamae's discretion and appreciation.,SUP-UA-162-01; SUP-UA-162-02; SUP-UA-162-03,"Source labels, tentative mechanics and editorial versus fictional speaker frames retained; no whole-page readability failure.",
UA:s0163,163,,OPS/images/08_880719_880264_1_163_001.jpg,34ceaa410832c9f7a9a4378faca47d307670d2b85820784d01c7c7fb5ae06a16,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,4th SMASH / SCHOOL divider introduces U.A. educational philosophy and training system through staff montage.,SUP-UA-163-01,"Source labels, tentative mechanics and editorial versus fictional speaker frames retained; no whole-page readability failure.",
UA:s0164,164,164,OPS/images/08_880719_880264_1_164_001.jpg,af5c3718a9fefd0676daa83cf859a0cca86bcbb9dc950e0de84d87ede85c3cef,Full original JPEG viewed at detail=original; Japanese text and panel/profile relationships read visually.,source,REVIEWED_MATERIAL,Principal Nezu's recruitment address and separate informal bio; achievement/trust rhetoric and future-hero invitation.,SUP-UA-164-01,Principal-signed recruitment voice is distinct from small unsigned bio; communicated to adjoining-range reviewer.,
UA:s0165,165,165,OPS/images/08_880719_880264_1_165_001.jpg,43a92c022496d0505ff6254d8c1f6b09afadadfaf575b774ffaedc429b581895,DIRECT_VISUAL_ORIGINAL_IMAGE_DETAIL_ORIGINAL,literary,REVIEWED_MATERIAL,"Four-course U.A. guide: hero licensing/professional skills, general education/university and possible hero transfer, support-item development workshops, business/hero production and practical investment teaching. Manga excerpts accompany promotional slogans.",SUP-UA-165-01,Material information and its source-specific limits recorded in the linked evidence entries.,
UA:s0166,166,166,OPS/images/08_880719_880264_1_166_001.jpg,a63049c07e198943610d2411a03e073962d9cc8f7288de14b870f2747bcf8512,DIRECT_VISUAL_ORIGINAL_IMAGE_DETAIL_ORIGINAL,literary,REVIEWED_MATERIAL,"Shared timetable and course curriculum: six school days, Sunday standard holiday, normal six periods/hero seven, Saturday four except hero six, one weekday practical periods 3–4, complete departure by 19:00 including clubs. Required/general/specialist/hero foundations include battle, nursing and hero knowledge.",SUP-UA-166-01,Material information and its source-specific limits recorded in the linked evidence entries.,
