locator,spine_ordinal,printed_page,image_member,image_sha256,review_method,reviewer,disposition,content_summary,evidence_ids,reason,uncertainties,named_or_identified_subjects,census_note
UAG:s0203,203,205,OPS/images/08_X10000_000062_1_205_001.jpg,8adfb2edc5d36cfea3938a35d47a7855385ab50b9cd575ac760d5846313bbc3f,VISUAL_ORIGINAL_IMAGE,source,REVIEWED_MATERIAL,"Gentle festival defeat, protecting La Brava in confession, prison escape prevention after Tartarus fall, final flying-UA support with love amplification. Editorial explicitly preserves criminal past while affirming hero act. Tea passion and brand-listing shown in comic sidebar.",SUP-UAG-203-01; SUP-UAG-203-02,,,Gentle Criminal; La Brava; Midoriya Izuku; Hound Dog; Ectoplasm; Gori (police officer); Prisoners (collective),"Full named or visually identified subject census from this page, separate from selective evidence subjects. Unnamed figures and collective labels stay explicitly unidentified; no additional members inferred."
UAG:s0204,204,206,OPS/images/08_X10000_000062_1_206_001.jpg,258f7f03b4f613a23a417ee606e8523f3cb74b21dd75f3e54a32c111b1f67913,VISUAL_ORIGINAL_IMAGE,source,REVIEWED_MATERIAL,"La Brava profile: Aiba Manami, Love, birthday14February, B blood, free; successful internet-service IT company. Earlier video editing, Gentle support, final counter-hacking Skeptic and worldwide stream; old FGI prank identifies earlier security breach.",SUP-UAG-204-01; SUP-UAG-204-02,,,La Brava / Aiba Manami; Gentle Criminal; Skeptic; Midoriya Izuku; Gentle/La Brava video audience (collective),"Full named or visually identified subject census from this page, separate from selective evidence subjects. Unnamed figures and collective labels stay explicitly unidentified; no additional members inferred."
UAG:s0205,205,207,OPS/images/08_X10000_000062_1_207_001.jpg,91da209289a1b222086bcec61e613beef4bde1df2f5dde254dfef6eb6f252eb3,VISUAL_ORIGINAL_IMAGE,source,REVIEWED_MATERIAL,"Re-Destro profile: Yotsubashi Rikiya, Stress, unknown birthday/blood, Detnerat and MLA/PLF leadership, captured by Edgeshot. Destro doctrine, burden from childhood elevation, explicitly described as Destro biological child.",SUP-UAG-205-01,,,Re-Destro / Yotsubashi Rikiya; Destro; Shigaraki Tomura; Edgeshot; MLA upbringing figures (collective),"Full named or visually identified subject census from this page, separate from selective evidence subjects. Unnamed figures and collective labels stay explicitly unidentified; no additional members inferred."
UAG:s0206,206,208,OPS/images/08_X10000_000062_1_208_001.jpg,3bb39aaf51e86208b64cea52950c3647af61347c8d19e9c0dcf472bf122f9371,VISUAL_ORIGINAL_IMAGE,source,REVIEWED_MATERIAL,"Re-Destro charisma, Stress and Claustro painful amplification; Deika force, declining stress on seeing Shigaraki liberated and surrender. Manga inset calls himself Destro descendant, broader than preceding biological-child prose.",SUP-UAG-206-01,,,Re-Destro; Destro; Shigaraki Tomura,"Full named or visually identified subject census from this page, separate from selective evidence subjects. Unnamed figures and collective labels stay explicitly unidentified; no additional members inferred."
UAG:s0207,207,209,OPS/images/08_X10000_000062_1_209_001.jpg,f7069d3b1da523306124158415e23eedffedf56dc6d583b7171fdc7c9e8fab2c,VISUAL_ORIGINAL_IMAGE,source,REVIEWED_MATERIAL,"Re-Destro relief after yielding leadership, smiles, renewed battle stress and prosthetic failure against Dark Shadow. Twice-created duplicate attacks HPSC and dissolves; illegal Detnerat equipment from battle data/stolen technology; expressions and propaganda contrast.",SUP-UAG-207-01; SUP-UAG-207-02,,,Re-Destro; Shigaraki Tomura; Tokoyami Fumikage; Dark Shadow; Twice; Former female HPSC president; Curious; Trumpet; Bakugo Katsuki; Detnerat executive reporting raid (unnamed); HPSC staff (collective),"Full named or visually identified subject census from this page, separate from selective evidence subjects. Unnamed figures and collective labels stay explicitly unidentified; no additional members inferred."
UAG:s0208,208,210,OPS/images/08_X10000_000062_1_210_001.jpg,8223cd0447093cc90763621176845e816100bf8d1155be6c71b4b6f9b59733ed,VISUAL_ORIGINAL_IMAGE,source,REVIEWED_MATERIAL,"Skeptic profile: Chikazoku Tomoyasu, Anthropomorph, unknown birthday/blood; IT executive and Re-Destro information arm, still revolutionary in prison. Giran data recovery, failed Twice recruitment, Dabi national broadcast and La Brava repeat defeat from coding habits.",SUP-UAG-208-01; SUP-UAG-208-02,,,Skeptic / Chikazoku Tomoyasu; Re-Destro; Giran; Twice; Gigantomachia; Dabi; Spinner; Mr. Compress; La Brava,"Full named or visually identified subject census from this page, separate from selective evidence subjects. Unnamed figures and collective labels stay explicitly unidentified; no additional members inferred."
UAG:s0209,209,211,OPS/images/08_X10000_000062_1_211_001.jpg,c20a28f0327f44c3d54b5649c4201fe129bd9019c1ff6c5eb8e768fefe728dde,VISUAL_ORIGINAL_IMAGE,source,REVIEWED_MATERIAL,"Geten profile retains unknown proper name/birthday/blood, Ice Ply, schoolless training and Re-Destro loyalty. Dabi clash and friendly collateral; Machia disruption both battles; commands allies and is restrained/captured by Cementoss.",SUP-UAG-209-01,,,Geten; Re-Destro; Dabi; Gigantomachia; Cementoss; Liberation fighters (collective),"Full named or visually identified subject census from this page, separate from selective evidence subjects. Unnamed figures and collective labels stay explicitly unidentified; no additional members inferred."
UAG:s0210,210,212,OPS/images/08_X10000_000062_1_212_001.jpg,0c6fcff1b6d7df21a55144ddd548d680743f77b83825a12ad5350b2e74c5299c,VISUAL_ORIGINAL_IMAGE,source,REVIEWED_DUPLICATE,"Curious/Kizuki Chitose publisher executive and former reporter: targeted Toga interview using researched data, traps/allied fighters and gear. Trumpet/Hanabata Koku party leader, Incite, amplified speech and prior listener trust strengthen fighters.",,Both profiles preserve prior source role/conditional-ability findings and dependent Deika recaps; no separate later-life claim or newly witnessed interview added.,,Curious / Kizuki Chitose; Toga Himiko; Curious followers (collective); Trumpet / Hanabata Koku; Liberation supporters (collective); Spinner; Re-Destro,"Full named or visually identified subject census from this page, separate from selective evidence subjects. Unnamed figures and collective labels stay explicitly unidentified; no additional members inferred."
UAG:s0211,211,213,OPS/images/08_X10000_000062_1_213_001.jpg,65a732336c2c7430671d2956126aec9698e050d3068ac34c9a2c1e17b43e7b1b,VISUAL_ORIGINAL_IMAGE,source,REVIEWED_MATERIAL,"Sludge villain profile leaves personal and Quirk names unknown; Tartarus escape, Shinso possession, removal by Mina and Brainwashing defeat. Muscular is Imasuji Gota; camp defeat, escape, violent rematch and rearrest, power/pleasure profile.",SUP-UAG-211-01,,,Sludge Villain; Midoriya Izuku; Bakugo Katsuki; All Might; All For One; Gigantomachia; Shinso Hitoshi; Ashido Mina; Muscular / Imasuji Gota,"Full named or visually identified subject census from this page, separate from selective evidence subjects. Unnamed figures and collective labels stay explicitly unidentified; no additional members inferred."
UAG:s0212,212,214,OPS/images/08_X10000_000062_1_214_001.jpg,dd7116695c69671d944ee1c4a8d47d914cc308d1d3e26acdeecd0488439d27d8,VISUAL_ORIGINAL_IMAGE,source,REVIEWED_MATERIAL,"Minor villain roster: Slidin Go captured by Death Arms after PLF betrayal, earlier student praise; Starservant self-claimed cosmic revelation and Endeavor arrest; Ending demands death from Endeavor and rejects his fatherly appearance.",SUP-UAG-212-01,,,Slidin Go; Death Arms; Bakugo Katsuki; Todoroki Shoto; Starservant; Endeavor; Ending; Todoroki Natsuo,"Full named or visually identified subject census from this page, separate from selective evidence subjects. Unnamed figures and collective labels stay explicitly unidentified; no additional members inferred."
UAG:s0213,213,215,OPS/images/08_X10000_000062_1_215_001.jpg,e5d4595b6285cf98b7cb4a182b5a223ea0054e27ee1c17fc3f5b7ada2d7916ad,VISUAL_ORIGINAL_IMAGE,source,REVIEWED_DUPLICATE,"Dictator controls civilians to attack exhausted Midoriya, then Bakugo capture; Kunieda roots/bloom control, Aoyama/Hagakure defeat; Gashly area/duration threat at Takoba stadium overcome after warp reinforcements.",,"Bounded roster identifiers and dependent final-war recaps fully recorded in census; no new motive, later life or independent battle occasion asserted.",,Dictator; Midoriya Izuku; Bakugo Katsuki; Controlled civilians (collective); Kunieda / KUNIEDA; Aoyama Yuga; Hagakure Toru; Gashly / Eijiju Gashly; Heroes at Takoba stadium (collective),"Full named or visually identified subject census from this page, separate from selective evidence subjects. Unnamed figures and collective labels stay explicitly unidentified; no additional members inferred."
UAG:s0214,214,216,OPS/images/08_X10000_000062_1_216_001.jpg,2f2d358d7c5d2651463da788a361fb6b89206a273c57f4d90963fb611a67a3fa,VISUAL_ORIGINAL_IMAGE,source,REVIEWED_MATERIAL,Roster: electric BROWN deputy neutralized by Kaminari and Edgeshot/Midnight; hospital agitator named Kanigumo Takaie; Kuishin BOY shopping-district takeover rapidly stopped by Jeanist; Cider House group escapes Shian prison and is resisted by civilians.,SUP-UAG-214-01,,,Electricity deputy commander / Zoden Fukutaicho; Kaminari Denki; Edgeshot; Midnight; Kanigumo Takaie; Shoji Mezo; Koda Koji; Hospital protesters (collective); Kuishin BOY; Best Jeanist; Cider House (group; representative pictured); Resisting civilians (collective),"Full named or visually identified subject census from this page, separate from selective evidence subjects. Unnamed figures and collective labels stay explicitly unidentified; no additional members inferred."
UAG:s0215,215,217,OPS/images/08_X10000_000062_1_217_001.jpg,7e1b2b3b421120822f958f3df9fa5ce4e4808ee9700657daf97d75dfeaf38220,VISUAL_ORIGINAL_IMAGE,source,REVIEWED_MATERIAL,"Roster: Kashi Kashiko used as New Order temporary transfer destination and killed; Sansan Haruaki discarded after Toya escape, listed missing; Tajima and Michaela infiltrate UA shelter for AFO; escaped Moonfish final Okuto fight; Nine brief powerful villain entry.",SUP-UAG-215-01; SUP-UAG-215-02,,,Kashi Kashiko; Shigaraki Tomura; Sansan Haruaki; Todoroki Toya; All For One; Tajima; Michaela; Moonfish; Nine,"Full named or visually identified subject census from this page, separate from selective evidence subjects. Unnamed figures and collective labels stay explicitly unidentified; no additional members inferred."
UAG:s0216,216,218,OPS/images/08_X10000_000062_1_218_001.jpg,aad4499f4993b17f68721fe602364e11843c7caa4b0b5aec68b4aacacc47c621,VISUAL_ORIGINAL_IMAGE,source,REVIEWED_MATERIAL,"Villain after-episodes: Nagant initial release refusal then absent8years later; medically awakened boss visits Chisaki, demands Eri-directed lifelong responsibility and editorial calls boss reconciliation. GeL Inc founded by Gentle/La Brava with engineer coalition in cyberterror response; Spinner memoir and Compress reading reaction.",SUP-UAG-216-01; SUP-UAG-216-02; SUP-UAG-216-03; SUP-UAG-216-04,,,Lady Nagant; Hawks; Midoriya Izuku; Overhaul / Chisaki Kai; Hassaikai boss; Eri; Gentle Criminal; La Brava; Spinner; Shigaraki Tomura; Mr. Compress; GeL Inc recruits/engineers (collective),"Full named or visually identified subject census from this page, separate from selective evidence subjects. Unnamed figures and collective labels stay explicitly unidentified; no additional members inferred."
UAG:s0217,217,,OPS/images/08_X10000_000062_1_219_001.jpg,17b0f6cc913c64fdee14b4eda23fe91c4f666c46d84144660e2f66c076f5bd08,VISUAL_ORIGINAL_IMAGE,source,REVIEWED_NO_MATERIAL_ADDITION,"Chapter4 ARCHIVE divider announces UA school, special moves and Quirks; hero montage with Tokoyami/Dark Shadow, Jiro, Kaminari, Koda and Shoji. No visible printed folio.",,"Section-opening layout/routing, no new diegetic act or analytical claim beyond material treated in the following archive.",,Tokoyami Fumikage; Dark Shadow; Jiro Kyoka; Kaminari Denki; Koda Koji; Shoji Mezo,"Full named or visually identified subject census from this page, separate from selective evidence subjects. Unnamed figures and collective labels stay explicitly unidentified; no additional members inferred."
UAG:s0218,218,220,OPS/images/08_X10000_000062_1_220_001.jpg,f91064380f3693674c4594367f88304e02d0f02b176564790716974f3ba671a3,VISUAL_ORIGINAL_IMAGE,source,REVIEWED_NO_MATERIAL_ADDITION,"Welcome-to-UA opener explicitly adopts school first-person prospectus voice; national training school, curriculum/facilities/graduates to follow. Uniformed Midoriya, Bakugo and Shoto artwork.",,Attribution/framing opener preserved for ensuing school claims; artwork is not a new attendance event.,,Midoriya Izuku; Bakugo Katsuki; Todoroki Shoto,"Full named or visually identified subject census from this page, separate from selective evidence subjects. Unnamed figures and collective labels stay explicitly unidentified; no additional members inferred."
UAG:s0219,219,221,OPS/images/08_X10000_000062_1_221_001.jpg,a3f321869a55e0980594d83420f9080f74eb03a5614dcc5aca4f85ddd59fb5c1,VISUAL_ORIGINAL_IMAGE,source,REVIEWED_MATERIAL,"Four courses: hero special/general subjects and active pros, general-course conditional transfer using tests/conduct/festival results, school-paid support development, business practical publicity/economic exercises. Historical course illustrations.",SUP-UAG-219-01,,,Midoriya Izuku; Mineta Minoru; Asui Tsuyu; Uraraka Ochako; Bakugo Katsuki; Todoroki Shoto; Yaoyorozu Momo; Iida Tenya; Aoyama Yuga; Power Loader; Hatsume Mei; UA general-course students (collective); UA support-course students (collective); UA business-course students (collective),"Full named or visually identified subject census from this page, separate from selective evidence subjects. Unnamed figures and collective labels stay explicitly unidentified; no additional members inferred."
UAG:s0220,220,222,OPS/images/08_X10000_000062_1_222_001.jpg,da88d3ab4e5e3ad5c3b5c4540a179095bf9ef29d8793092e83011df3cd9db103,VISUAL_ORIGINAL_IMAGE,source,REVIEWED_MATERIAL,"UA barrier after first war, neighborhood shelter, underground movable blocks and Shiketsu connection; first-person resource description and reprinted Nezu system explanation, flying school illustration.",SUP-UAG-220-01,,,Nezu; Shigaraki Tomura (pictured hand),"Full named or visually identified subject census from this page, separate from selective evidence subjects. Unnamed figures and collective labels stay explicitly unidentified; no additional members inferred."
UAG:s0221,221,223,OPS/images/08_X10000_000062_1_223_001.jpg,43b0d40ce9c6185bc17c274aaf6469e1eb1497feb01c0ab0e33ec3df1c8e0fb8,VISUAL_ORIGINAL_IMAGE,source,REVIEWED_DUPLICATE,"Stadium, Lunch Rush nutritionally planned meals, Thirteen rescue-training USJ, city/industrial fields and TDL gym; promotional repair speed/all-training claims, ordinary student meal and training excerpts.",,Facilities/food/source-voice material confirms earlier guide architecture; no independent rescue simulation or measured nutrition/repair performance inferred.,,Lunch Rush; Thirteen; Midoriya Izuku; Iida Tenya; Todoroki Shoto; Mineta Minoru; Kirishima Eijiro; Uraraka Ochako; Bakugo Katsuki; Sero Hanta; UA students (collective),"Full named or visually identified subject census from this page, separate from selective evidence subjects. Unnamed figures and collective labels stay explicitly unidentified; no additional members inferred."
UAG:s0222,222,224,OPS/images/08_X10000_000062_1_224_001.jpg,92a1c86dd772d62cf72e3fedc04b9d8bcc74b13269771a7acd5bfa371af2e95d,VISUAL_ORIGINAL_IMAGE,source,REVIEWED_MATERIAL,Heights Alliance: compulsory dorm policy after incidents now optional. Troy temporary fortress now used for long training stays/rest; flying Coffin in the Sky remains functional but rarely operated. Earlier facility and student images.,SUP-UAG-222-01; SUP-UAG-222-02,,,Aizawa Shota (dorm tour speech); Bakugo Katsuki; Kirishima Eijiro; Iida Tenya; Midoriya Izuku; Asui Tsuyu; Cementoss; Power Loader; Ectoplasm,"Full named or visually identified subject census from this page, separate from selective evidence subjects. Unnamed figures and collective labels stay explicitly unidentified; no additional members inferred."
UAG:s0223,223,225,OPS/images/08_X10000_000062_1_225_001.jpg,a4a3fa5356b2cf0e11998eeea761a2b21ef8559893b2d7882503d6aba1a6c39b,VISUAL_ORIGINAL_IMAGE,source,REVIEWED_MATERIAL,"April Quirk assessment, May festival, June approved work experience, July term exams. Transferable work opportunities qualified; exams differ each year. Manga examples include running test, Gunhead briefing, sports clash and teacher practical lineup.",SUP-UAG-223-01,,,Bakugo Katsuki; Iida Tenya; Aizawa Shota; Uraraka Ochako; Gunhead; Midoriya Izuku; Todoroki Shoto; Present Mic; Ectoplasm; Cementoss; Snipe; Nezu; Thirteen; Midnight; Power Loader,"Full named or visually identified subject census from this page, separate from selective evidence subjects. Unnamed figures and collective labels stay explicitly unidentified; no additional members inferred."
UAG:s0224,224,226,OPS/images/08_X10000_000062_1_226_001.jpg,54892cd24075f14e9d45b72753c6821cbac1248717bed02a82222f4fb87b66b8,VISUAL_ORIGINAL_IMAGE,source,REVIEWED_MATERIAL,"August camp, September provisional licensing and voluntary internship: exam offered June/September at three venues, usual second-year qualification; contents vary. Internship requires provisional license and self-arranged office. Earlier cohort training and licensing art.",SUP-UAG-224-01,,,Ryukyu; Hado Nejire; Uraraka Ochako; Asui Tsuyu; Sato Rikido; Todoroki Shoto; Bakugo Katsuki; Ojiro Mashirao; Kaminari Denki; Yaoyorozu Momo; Mineta Minoru; Midoriya Izuku; Yoarashi Inasa; Shindo Yo; Kirishima Eijiro; Ashido Mina; Sero Hanta; Iida Tenya; UA and other hero-school examinees (collective),"Full named or visually identified subject census from this page, separate from selective evidence subjects. Unnamed figures and collective labels stay explicitly unidentified; no additional members inferred."
UAG:s0225,225,227,OPS/images/08_X10000_000062_1_227_001.jpg,1921e95d8a1301a76866a8ed6c0e17d58c7720bf91fd30048d84bcca78d121aa,VISUAL_ORIGINAL_IMAGE,source,REVIEWED_MATERIAL,"March student-led graduation and October culture festival: devised celebrations, class stalls, pageant, support exhibit, band and visitor delight. Internship takoyaki scene above.",SUP-UAG-225-01,,,Togata Mirio; Fat Gum; Kirishima Eijiro; Tetsutetsu Tetsutetsu; Hado Nejire; Kendo Itsuka; Hatsume Mei; Midoriya Izuku; Eri; Aizawa Shota; Jiro Kyoka; Yaoyorozu Momo; Tokoyami Fumikage; Kaminari Denki; Monoma Neito; Aoyama Yuga; Mineta Minoru; Ashido Mina; UA festival participants and graduating students (collective),"Full named or visually identified subject census from this page, separate from selective evidence subjects. Unnamed figures and collective labels stay explicitly unidentified; no additional members inferred."
UAG:s0226,226,228,OPS/images/08_X10000_000062_1_228_001.jpg,9cc88c3fa1455c00af6e18b39b4e4445abe15d34c5a63e3b23fb536fe7b9d5dd,VISUAL_ORIGINAL_IMAGE,source,REVIEWED_MATERIAL,"Graduation careers across four courses; pro/sidekick routes, teaching qualification through additional instruction for hero-license holders, general-course higher education and policing, support development/repair/design, business finance/adverts/media.",SUP-UAG-226-01,,,Bakugo Katsuki; Tsukauchi Naomasa; Sansa Tamakawa; unnamed police colleague; Hatsume Mei; Midoriya Izuku; Iida Tenya; Power Loader; Death Arms; UA business students (collective),"Full named or visually identified subject census from this page, separate from selective evidence subjects. Unnamed figures and collective labels stay explicitly unidentified; no additional members inferred."
UAG:s0227,227,229,OPS/images/08_X10000_000062_1_229_001.jpg,ee4f93df07bf8058fb8e09444dffb1e3c253bfcaaca7fe4a8baf7bb345db7eb8,VISUAL_ORIGINAL_IMAGE,source,REVIEWED_MATERIAL,"Six attributed graduate testimonials: Shoto friendship and broken-lamp gag; Shoji acceptance, later advocacy and Anima eight-hair-tuft joke; Ochako shared joy and cafeteria appetite; Mei invention environment; newly named business graduate Nagashira Futo; teacher Midoriya received opportunities, won agency and inherited encouragement.",SUP-UAG-227-01; SUP-UAG-227-02; SUP-UAG-227-03; SUP-UAG-227-04; SUP-UAG-227-05; SUP-UAG-227-06,,,"Todoroki Shoto; Bakugo Katsuki; Shoji Mezo; Koda Koji (Anima); Uraraka Ochako; Hatsume Mei; Nagashira Futo / 永白風統; Midoriya Izuku; Midoriya parents, mentors and friends (collective)","Full named or visually identified subject census from this page, separate from selective evidence subjects. Unnamed figures and collective labels stay explicitly unidentified; no additional members inferred."
UAG:s0228,228,230,OPS/images/08_X10000_000062_1_230_001.jpg,30feb03a1f679352fc25a4782ae528eb9233d14ff5de428325977f2c26a8bea1,VISUAL_ORIGINAL_IMAGE,source,REVIEWED_MATERIAL,"Special-move encyclopedia opener: Detroit origin from All Might first American case; variable early gesture; Delaware flick, Manchester kick, nominal million-percent Delaware Detroit and manga action examples.",SUP-UAG-228-01,,Only-city-name wording can be read in the All Might naming-origin context; the encyclopedia also lists Manchester and St Louis. Do not universalize the exclusivity claim.,Midoriya Izuku; All Might; USJ Nomu; Todoroki Shoto; Muscular; Eri; Overhaul,"Full named or visually identified subject census from this page, separate from selective evidence subjects. Unnamed figures and collective labels stay explicitly unidentified; no additional members inferred."
UAG:s0229,229,231,OPS/images/08_X10000_000062_1_231_001.jpg,1d6167f9702b6190a3883f91141b08f73f6934479c26857f577bcfc99ad69f63,VISUAL_ORIGINAL_IMAGE,source,REVIEWED_MATERIAL,"Midoriya move entries: Air Force gloves by Hatsume, St Louis kick, Wyoming descending strike and St Louis Air Force blast interrupting ground-borne Decay to gain evacuation time.",SUP-UAG-229-01,,,Midoriya Izuku; Hatsume Mei; Gentle Criminal; Shigaraki Tomura; Overhaul; Eri; evacuating residents (collective),"Full named or visually identified subject census from this page, separate from selective evidence subjects. Unnamed figures and collective labels stay explicitly unidentified; no additional members inferred."
UAG:s0230,230,232,OPS/images/08_X10000_000062_1_232_001.jpg,59e5fc4b3417306e5c0541452243fe1687314d6d4f8916f64a4208ff2ba67ea2,VISUAL_ORIGINAL_IMAGE,source,REVIEWED_MATERIAL,Texas shockwave avoids dangerous touch; Oklahoma rotation useful for throwing off grapplers; Detroit Quintuple combines Gearshift speed changes and OFA in five blows. Reprinted fights with different users/states.,SUP-UAG-230-01,,,All Might; Midoriya Izuku; Shigaraki Tomura; Sludge Villain; Bakugo Katsuki; USJ Nomu,"Full named or visually identified subject census from this page, separate from selective evidence subjects. Unnamed figures and collective labels stay explicitly unidentified; no additional members inferred."
UAG:s0231,231,233,OPS/images/08_X10000_000062_1_233_001.jpg,ca1313b43dab8e2faaa6566badc903a72a2fee7e49e0a2c11178afe56e960f04,VISUAL_ORIGINAL_IMAGE,source,REVIEWED_DUPLICATE,"Blackchain combines Blackwhip/Fa Jin for harder restraint; Missouri fast chop, Carolina crossed chop, New Hampshire reverse-punch propulsion and United States of Smash final OFA-ember blow supported by public voices.",,"Full text/action reviewed; dependent technical recap does not add independent combat successes, precise physical calibration or a timeless post-OFA capability.",,Midoriya Izuku; Shigaraki Tomura; All Might; All For One; Bakugo Katsuki; USJ Nomu; unnamed giant villain,"Full named or visually identified subject census from this page, separate from selective evidence subjects. Unnamed figures and collective labels stay explicitly unidentified; no additional members inferred."
UAG:s0232,232,234,OPS/images/08_X10000_000062_1_234_001.jpg,f4ec0860990da7663df6db176f2b90ddcb443b48cb3eebddcbb4e281bdc96fe2,VISUAL_ORIGINAL_IMAGE,source,REVIEWED_DUPLICATE,Bakugo: Explosive Speed Turbo propulsion with pictured 50m time; Stun Grenade limits destructive output to dazzle and inspires AP Shot; focused AP Shot range; Howitzer festival debut; Blast Catapult knocks down Kamakiri.,,Dependent technique descriptions and historical measurement preserved as reviewed; the single test time is not transferred to all later states or terrain.,,Bakugo Katsuki; Midoriya Izuku; Tokoyami Fumikage; Kamakiri Togaru,"Full named or visually identified subject census from this page, separate from selective evidence subjects. Unnamed figures and collective labels stay explicitly unidentified; no additional members inferred."
UAG:s0233,233,,OPS/images/08_X10000_000062_1_235_001.jpg,3de6d0b421629ba6925057e8c476021e208341c45621118b302dbe2a3626c968,VISUAL_ORIGINAL_IMAGE,source,REVIEWED_MATERIAL,Bakugo AP Shot Autocannon power reduced against Shishikura in the provisional exam versus high-output AP Machine Gun at Shigaraki; Cluster Turbo derived from Endeavor advice gives Iida final push to reach Midoriya; Explosive Landmine clears Midoriya smoke.,SUP-UAG-233-01; SUP-UAG-233-02,Printed folio not visible on the original image; not inferred from ordinal or neighbors.,,Bakugo Katsuki; Shigaraki Tomura; Shishikura Seiji; Kirishima Eijiro; Kaminari Denki; Endeavor; Iida Tenya; Midoriya Izuku; Class A students (collective),"Full named or visually identified subject census from this page, separate from selective evidence subjects. Unnamed figures and collective labels stay explicitly unidentified; no additional members inferred."
UAG:s0234,234,236,OPS/images/08_X10000_000062_1_236_001.jpg,0962402ed9491b5aa3698aec7e3d66a55f919aa09dece53d68e1e3555a22ea6b,VISUAL_ORIGINAL_IMAGE,source,REVIEWED_MATERIAL,Howitzer Impact Cluster at Shigaraki; Shoto Flashfreeze Heatwave; Heaven-Piercing Ice Wall offense/defense including Decay defense; named Shoto/Inasa combination confines Gang Orca in flame vortex during licensing.,SUP-UAG-234-01,,,Bakugo Katsuki; Shigaraki Tomura; Todoroki Shoto; Yoarashi Inasa; Gang Orca; unnamed villains after remedial licensing,"Full named or visually identified subject census from this page, separate from selective evidence subjects. Unnamed figures and collective labels stay explicitly unidentified; no additional members inferred."
UAG:s0235,235,237,OPS/images/08_X10000_000062_1_237_002.jpg,dbf953c8b1ecc89c9c13bce64ed7fd31962a4a2450689f3e4d53ab3ea1063334,VISUAL_ORIGINAL_IMAGE,source,REVIEWED_MATERIAL,"Shoto inherited Jet Burn equivalent and self-developed Phosphor simultaneous heating/cooling, Coldflame Pale Blade and Great Glacial Aegir; Hado maximum-output wave paired with Shoto fails to defeat Shigaraki in that battle.",SUP-UAG-235-01,,,Todoroki Shoto; Endeavor; Dabi / Todoroki Toya; Hado Nejire; Shigaraki Tomura; Iida Tenya; unidentified nearby heroes in final-war art,"Full named or visually identified subject census from this page, separate from selective evidence subjects. Unnamed figures and collective labels stay explicitly unidentified; no additional members inferred."
UAG:s0236,236,238,OPS/images/08_X10000_000062_1_238_001.jpg,c01dc8f63a6a225a204317e740e9d4f2c14a76f22699842bc7d5c9832b56a237,VISUAL_ORIGINAL_IMAGE,source,REVIEWED_MATERIAL,Endeavor originated Flashfire Fist; users Shoto/Endeavor/Dabi. Dabi independently acquired Jet Burn; Hell Spider needs delicate control and substantial expenditure; Prominence Burn extreme stored heat. Reprinted family/High-End fights.,SUP-UAG-236-01,,,Endeavor; Todoroki Shoto; Dabi / Todoroki Toya; Hood (High-End Nomu); All Might (named in manga speech),"Full named or visually identified subject census from this page, separate from selective evidence subjects. Unnamed figures and collective labels stay explicitly unidentified; no additional members inferred."
UAG:s0237,237,239,OPS/images/08_X10000_000062_1_239_001.jpg,860fc03d1ebdbb76be9157bf154c6e3862a421e7544e3a13b9cfc5a6538c9259,VISUAL_ORIGINAL_IMAGE,source,REVIEWED_MATERIAL,"Plus Ultra Prominence Burn used aloft to avoid damage to buildings; Hell Curtain containment, Burning Fist against Quirk-suppressed Shigaraki, Hawks-assisted Burning Jet Burn exceeding AFO expectation, Ignited Arrow city suppression.",SUP-UAG-237-01,,,Endeavor; Hawks; Shigaraki Tomura; All For One; Hood (High-End Nomu); unnamed city villain,"Full named or visually identified subject census from this page, separate from selective evidence subjects. Unnamed figures and collective labels stay explicitly unidentified; no additional members inferred."
UAG:s0238,238,,OPS/images/08_X10000_000062_1_240_001.jpg,e838a7039f38d028c5a476484a11f99b9c61e550c914ee9ba0c1d3d53a7d8b07,VISUAL_ORIGINAL_IMAGE,source,REVIEWED_MATERIAL,"Ochako Comet Home Run improvised in class, Meteor Shower defeated by Bakugo, Gunhead Martial Arts from work experience, Zero Satellites inspired by Midoriya Blackwhip, and combination Meteor Fafrotskies developed with Asui under Ryukyu.",SUP-UAG-238-01,No printed folio visible on this original image; neighboring pagination does not license filling one in.,,Uraraka Ochako; Gunhead; Midoriya Izuku; Bakugo Katsuki; Iida Tenya; Asui Tsuyu; Ryukyu; Himiko Toga; Katsukame Rikiya,"Full named or visually identified subject census from this page, separate from selective evidence subjects. Unnamed figures and collective labels stay explicitly unidentified; no additional members inferred."
UAG:s0239,239,241,OPS/images/08_X10000_000062_1_241_001.jpg,2625741804818f2324bc87b146226811427320169a6caf09b39d3fda3a39e24c,VISUAL_ORIGINAL_IMAGE,source,REVIEWED_MATERIAL,Ochako Space Walk wires/gravity escape from Toga Twice swarm. Iida Recipro Burst stalls afterward; Extend uses approach plus kick at Stain/exams; Turbo sustains acceleration ten minutes or more after family-method muffler training.,SUP-UAG-239-01,,,Uraraka Ochako; Himiko Toga; Twice duplicates; Iida Tenya; Todoroki Shoto; Stain; Honenuki Juzo; Iida family (collective training attribution),"Full named or visually identified subject census from this page, separate from selective evidence subjects. Unnamed figures and collective labels stay explicitly unidentified; no additional members inferred."
